DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/03/2015,19:16,BRONX,10468,40.8683865,-73.8941537,"(40.8683865, -73.8941537)",CRESTON AVENUE,EAST 196 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147092,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,19:15,MANHATTAN,10065,40.7641063,-73.966814,"(40.7641063, -73.966814)",EAST 62 STREET,LEXINGTON AVENUE,,1,1,1,1,0,0,0,0,Unspecified,,,,,3147008,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,19:00,MANHATTAN,10001,40.7491296,-73.9882379,"(40.7491296, -73.9882379)",6 AVENUE,WEST 33 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3146607,PASSENGER VEHICLE,TAXI,,,
01/03/2015,19:00,BRONX,10465,40.8285193,-73.8411794,"(40.8285193, -73.8411794)",BRUCKNER BOULEVARD,BRUSH AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3146687,PASSENGER VEHICLE,,,,
01/03/2015,18:56,BRONX,10457,40.8468635,-73.9014132,"(40.8468635, -73.9014132)",WEBSTER AVENUE,EAST 176 STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3147084,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:55,MANHATTAN,10035,40.7983069,-73.9368228,"(40.7983069, -73.9368228)",EAST 118 STREET,2 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3146650,UNKNOWN,,,,
01/03/2015,18:55,BROOKLYN,11218,40.6379102,-73.9786336,"(40.6379102, -73.9786336)",CORTELYOU ROAD,MCDONALD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147136,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:50,MANHATTAN,10018,40.7589782,-73.9939358,"(40.7589782, -73.9939358)",DYER AVENUE,WEST 42 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3146595,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,18:45,QUEENS,11426,40.731447,-73.72053,"(40.731447, -73.72053)",COMMONWEALTH BOULEVARD,86 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3147274,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:45,BROOKLYN,11233,40.6701181,-73.9224672,"(40.6701181, -73.9224672)",SAINT JOHNS PLACE,RALPH AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3146786,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:45,BRONX,10467,40.8760104,-73.8621291,"(40.8760104, -73.8621291)",EAST GUN HILL ROAD,BARNES AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3146714,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
01/03/2015,18:40,,,40.7422007,-73.8409528,"(40.7422007, -73.8409528)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147792,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,18:40,MANHATTAN,10018,40.7583771,-73.9943762,"(40.7583771, -73.9943762)",DYER AVENUE,WEST 41 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3146594,PASSENGER VEHICLE,,,,
01/03/2015,18:30,QUEENS,11365,40.7303024,-73.8108998,"(40.7303024, -73.8108998)",PARSONS BOULEVARD,71 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3147295,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,18:20,,,,,,WILLOWBROOK ROAD,FOREST HILL ROAD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3147876,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,18:20,QUEENS,11372,40.7495516,-73.8861679,"(40.7495516, -73.8861679)",80 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146938,PASSENGER VEHICLE,UNKNOWN,,,
01/03/2015,18:20,MANHATTAN,10016,40.7460781,-73.9749359,"(40.7460781, -73.9749359)",2 AVENUE,EAST 36 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3146996,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,18:20,BRONX,10457,40.8437796,-73.9094631,"(40.8437796, -73.9094631)",MORRIS AVENUE,EAST 173 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3148030,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
01/03/2015,18:18,,,,,,94 STREET,GRAND CENTRAL PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3146937,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,18:17,,,,,,LIBERTY AVENUE,170 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3147722,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,18:15,,,40.7114306,-73.7284402,"(40.7114306, -73.7284402)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147731,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,18:15,BROOKLYN,11209,40.6234622,-74.0310592,"(40.6234622, -74.0310592)",86 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3146759,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,18:10,MANHATTAN,10019,40.7646844,-73.9917874,"(40.7646844, -73.9917874)",WEST 50 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3146627,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:08,BROOKLYN,11236,40.6338025,-73.8896944,"(40.6338025, -73.8896944)",SEAVIEW AVENUE,ROCKAWAY PARKWAY,,1,0,1,0,0,0,0,0,Unspecified,,,,,3146767,PASSENGER VEHICLE,,,,
01/03/2015,18:05,MANHATTAN,10032,40.8346811,-73.9444241,"(40.8346811, -73.9444241)",WEST 158 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3146660,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,18:05,BROOKLYN,11213,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",ATLANTIC AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147196,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,9:30,BROOKLYN,11207,40.6757357,-73.8968533,"(40.6757357, -73.8968533)",ATLANTIC AVENUE,PENNSYLVANIA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146793,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,9:15,MANHATTAN,10019,40.7714641,-73.9943462,"(40.7714641, -73.9943462)",WEST SIDE HIGHWAY,WEST 57 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3149871,LIVERY VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,8:09,BRONX,10462,40.837784,-73.8524797,"(40.837784, -73.8524797)",CASTLE HILL AVENUE,ST RAYMONDS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3146703,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,8:00,,,40.789528,-73.820422,"(40.789528, -73.820422)",,,BAYBRIDGE SHOPPING CENTER,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3146880,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,8:00,QUEENS,11422,40.6652573,-73.7395512,"(40.6652573, -73.7395512)",SOUTH CONDUIT AVENUE,BROOKVILLE BOULEVARD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3146862,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,8:00,QUEENS,11377,40.7441674,-73.9124783,"(40.7441674, -73.9124783)",ROOSEVELT AVENUE,52 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147301,TAXI,LIVERY VEHICLE,,,
01/03/2015,4:17,BRONX,10454,40.8081625,-73.9265219,"(40.8081625, -73.9265219)",EAST 135 STREET,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3146670,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,4:14,,,40.8225547,-73.8857144,"(40.8225547, -73.8857144)",,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3146673,PASSENGER VEHICLE,,,,
01/03/2015,4:00,BROOKLYN,11233,40.6764962,-73.9136956,"(40.6764962, -73.9136956)",BOYLAND STREET,ATLANTIC AVENUE,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,,,,3146782,OTHER,PASSENGER VEHICLE,,,
01/03/2015,4:00,,,,,,MORNINGSIDE AVENUE,WEST 125 STREET,,2,0,0,0,0,0,2,0,Prescription Medication,Alcohol Involvement,,,,3146651,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,23:40,BROOKLYN,11217,40.686918,-73.9773631,"(40.686918, -73.9773631)",LAFAYETTE AVENUE,SAINT FELIX STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3147238,TAXI,UNKNOWN,,,
01/03/2015,23:20,MANHATTAN,10075,40.7700733,-73.9513989,"(40.7700733, -73.9513989)",YORK AVENUE,EAST 77 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3147012,SPORT UTILITY / STATION WAGON,TAXI,,,
01/03/2015,23:15,,,,,,WOOLEY AVENUE,WESTWOOD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147377,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,23:05,BRONX,10462,40.8523247,-73.8629988,"(40.8523247, -73.8629988)",MATTHEWS AVENUE,BRADY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147537,VAN,PASSENGER VEHICLE,,,
01/03/2015,23:00,BROOKLYN,11220,40.6303521,-74.0149043,"(40.6303521, -74.0149043)",BAY RIDGE AVENUE,8 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3146763,VAN,,,,
01/03/2015,22:29,QUEENS,11693,40.609268,-73.8191048,"(40.609268, -73.8191048)",,,625 CROSS BAY BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,,,,,3147247,PASSENGER VEHICLE,,,,
01/03/2015,22:29,BRONX,10456,40.8309366,-73.9123967,"(40.8309366, -73.9123967)",EAST 167 STREET,TELLER AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Traffic Control Disregarded,,,,3147067,PASSENGER VEHICLE,UNKNOWN,,,
01/03/2015,22:24,BROOKLYN,11201,40.6921205,-73.9843426,"(40.6921205, -73.9843426)",WILLOUGHBY STREET,DUFFIELD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147695,TAXI,PASSENGER VEHICLE,,,
01/03/2015,20:21,BRONX,10452,40.835397,-73.920305,"(40.835397, -73.920305)",EAST 167 STREET,GERARD AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,Driver Inattention/Distraction,,,3147068,PASSENGER VEHICLE,LIVERY VEHICLE,LIVERY VEHICLE,,
01/03/2015,20:20,BROOKLYN,11230,40.6322943,-73.966775,"(40.6322943, -73.966775)",CONEY ISLAND AVENUE,FOSTER AVENUE,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3146772,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,20:20,,,40.6031902,-74.0672272,"(40.6031902, -74.0672272)",,,,0,0,0,0,0,0,0,0,Lane Marking Improper/Inadequate,Unspecified,,,,3147381,PASSENGER VEHICLE,OTHER,,,
01/03/2015,20:20,MANHATTAN,10029,40.7955879,-73.9501595,"(40.7955879, -73.9501595)",5 AVENUE,EAST 108 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3146644,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/03/2015,20:15,QUEENS,11435,40.7021331,-73.8044409,"(40.7021331, -73.8044409)",JAMAICA AVENUE,150 STREET,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3147258,BUS,PICK-UP TRUCK,BUS,,
01/03/2015,20:15,,,,,,GRAND CONCOURSE,EAST MT EDEN AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3147508,LIVERY VEHICLE,,,,
01/03/2015,20:10,BRONX,10457,40.8477632,-73.9072782,"(40.8477632, -73.9072782)",EAST 176 STREET,WEEKS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3149408,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,20:06,BROOKLYN,11235,40.5832701,-73.9600492,"(40.5832701, -73.9600492)",CONEY ISLAND AVENUE,GUIDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147104,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,20:05,BROOKLYN,11213,40.6694023,-73.9421971,"(40.6694023, -73.9421971)",EASTERN PARKWAY,KINGSTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147661,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,20:00,MANHATTAN,10002,40.7216438,-73.9891302,"(40.7216438, -73.9891302)",ALLEN STREET,STANTON STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146980,TAXI,PICK-UP TRUCK,,,
01/03/2015,20:00,BROOKLYN,11204,40.6190136,-73.9868524,"(40.6190136, -73.9868524)",63 STREET,19 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,1:45,BROOKLYN,11209,40.6227987,-74.0283499,"(40.6227987, -74.0283499)",86 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3146755,PASSENGER VEHICLE,,,,
01/03/2015,18:50,BRONX,10455,40.8160322,-73.908081,"(40.8160322, -73.908081)",EAST 152 STREET,JACKSON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,3147043,PASSENGER VEHICLE,,,,
01/03/2015,18:30,BROOKLYN,11213,40.6652326,-73.9314554,"(40.6652326, -73.9314554)",CROWN STREET,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3147178,PASSENGER VEHICLE,,,,
01/03/2015,18:28,MANHATTAN,10025,40.7979178,-73.9638463,"(40.7979178, -73.9638463)",WEST 104 STREET,COLUMBUS AVENUE,,1,0,1,0,0,0,0,0,Passenger Distraction,Passenger Distraction,,,,3147025,PASSENGER VEHICLE,OTHER,,,
01/03/2015,17:05,BROOKLYN,11226,40.6550478,-73.9563012,"(40.6550478, -73.9563012)",CLARKSON AVENUE,BEDFORD AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3147144,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,17:00,BROOKLYN,11201,40.6920875,-73.9834015,"(40.6920875, -73.9834015)",WILLOUGHBY STREET,GOLD STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3147693,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,16:50,MANHATTAN,10011,40.7410552,-73.9978601,"(40.7410552, -73.9978601)",7 AVENUE,WEST 18 STREET,,4,0,1,0,0,0,3,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3146601,TAXI,PASSENGER VEHICLE,,,
01/03/2015,16:15,QUEENS,11377,40.7503922,-73.9052229,"(40.7503922, -73.9052229)",37 AVENUE,57 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3147306,PASSENGER VEHICLE,TAXI,,,
01/03/2015,16:00,QUEENS,11691,40.599502,-73.7540678,"(40.599502, -73.7540678)",BEACH 20 STREET,BROOKHAVEN AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Device Improper/Non-Working,Unspecified,,,,3146837,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,16:00,MANHATTAN,10029,40.7884794,-73.9511326,"(40.7884794, -73.9511326)",EAST 99 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Oversized Vehicle,,,,3146643,VAN,SPORT UTILITY / STATION WAGON,,,
01/03/2015,16:00,BROOKLYN,11220,40.6436697,-74.015491,"(40.6436697, -74.015491)",55 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146778,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,16:00,BROOKLYN,11218,40.6485034,-73.9706986,"(40.6485034, -73.9706986)",CATON AVENUE,EAST 10 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3147168,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
01/03/2015,15:20,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,,,,3147064,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,13:45,MANHATTAN,10025,40.7954563,-73.9656282,"(40.7954563, -73.9656282)",WEST 100 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146647,OTHER,PASSENGER VEHICLE,,,
01/03/2015,12:40,MANHATTAN,10029,40.7979463,-73.9400231,"(40.7979463, -73.9400231)",EAST 116 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3146648,SPORT UTILITY / STATION WAGON,,,,
01/03/2015,12:30,MANHATTAN,10014,40.7286048,-74.0053146,"(40.7286048, -74.0053146)",WEST HOUSTON STREET,VARICK STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3146582,TAXI,,,,
01/03/2015,12:30,QUEENS,11426,40.7377666,-73.7153938,"(40.7377666, -73.7153938)",83 AVENUE,253 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146857,UNKNOWN,UNKNOWN,,,
01/03/2015,12:25,QUEENS,11354,40.7714785,-73.8172923,"(40.7714785, -73.8172923)",149 STREET,BAYSIDE AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,3146879,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,12:20,MANHATTAN,10023,40.7736009,-73.9815723,"(40.7736009, -73.9815723)",WEST 66 STREET,COLUMBUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146636,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,12:15,,,40.7545528,-73.9625072,"(40.7545528, -73.9625072)",,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3147935,PASSENGER VEHICLE,TAXI,,,
01/03/2015,12:15,QUEENS,11365,40.7330977,-73.8049779,"(40.7330977, -73.8049779)",69 AVENUE,164 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3147753,PASSENGER VEHICLE,UNKNOWN,,,
01/03/2015,12:10,BROOKLYN,11213,40.6676238,-73.9423608,"(40.6676238, -73.9423608)",KINGSTON AVENUE,PRESIDENT STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3147179,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,12:10,MANHATTAN,10027,40.8089731,-73.9483252,"(40.8089731, -73.9483252)",WEST 125 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3146654,PASSENGER VEHICLE,TAXI,,,
01/03/2015,12:06,BROOKLYN,11207,40.6806649,-73.9026216,"(40.6806649, -73.9026216)",BUSHWICK AVENUE,CONWAY STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3156356,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,11:45,,,,,,,,PARKING LOT OF 2311 RICHMOND AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3147367,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,11:20,MANHATTAN,10002,40.7109037,-73.9920898,"(40.7109037, -73.9920898)",CHERRY STREET,PIKE SLIP,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3146585,PASSENGER VEHICLE,UNKNOWN,,,
01/03/2015,11:18,BRONX,10457,40.8478547,-73.895578,"(40.8478547, -73.895578)",3 AVENUE,EAST 178 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146717,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
01/03/2015,11:15,QUEENS,11101,40.753996,-73.9424305,"(40.753996, -73.9424305)",21 STREET,41 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147305,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/03/2015,11:15,BRONX,10455,40.8132333,-73.9090748,"(40.8132333, -73.9090748)",JACKSON AVENUE,EAST 149 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3146665,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/03/2015,11:05,,,,,,GRAND CENTRAL PARKWAY E SVC RD,LITTLE NECK PARKWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3148388,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
01/03/2015,10:50,MANHATTAN,10017,40.7481575,-73.9703191,"(40.7481575, -73.9703191)",EAST 41 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3146616,TAXI,PASSENGER VEHICLE,,,
01/03/2015,10:48,BROOKLYN,11212,40.6573826,-73.9115037,"(40.6573826, -73.9115037)",LOTT AVENUE,AMBOY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146783,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,10:45,,,,,,JEROME AVENUE,EAST 162 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3149400,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,10:45,STATEN ISLAND,10306,40.5737401,-74.1365198,"(40.5737401, -74.1365198)",MACE STREET,AULTMAN AVENUE,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3146955,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,10:22,BROOKLYN,11238,40.682422,-73.9575344,"(40.682422, -73.9575344)",JEFFERSON AVENUE,CLAVER PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3147679,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,
01/03/2015,10:20,,,40.8863273,-73.9126783,"(40.8863273, -73.9126783)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3146728,PASSENGER VEHICLE,,,,
01/03/2015,10:00,QUEENS,11368,40.7527985,-73.8610559,"(40.7527985, -73.8610559)",37 DRIVE,107 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3146936,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,10:00,QUEENS,11360,40.7825119,-73.775108,"(40.7825119, -73.775108)",23 AVENUE,212 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146898,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/03/2015,10:00,QUEENS,11355,40.7504134,-73.8109942,"(40.7504134, -73.8109942)",156 STREET,OAK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147324,PASSENGER VEHICLE,UNKNOWN,,,
01/03/2015,10:00,MANHATTAN,10024,40.7857344,-73.9764412,"(40.7857344, -73.9764412)",AMSTERDAM AVENUE,WEST 83 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146640,PASSENGER VEHICLE,TAXI,,,
01/03/2015,0:30,QUEENS,11693,40.6148713,-73.8216397,"(40.6148713, -73.8216397)",CROSS BAY BOULEVARD,EAST 1 ROAD,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3146834,PASSENGER VEHICLE,,,,
01/03/2015,0:30,QUEENS,11355,40.7482595,-73.8165439,"(40.7482595, -73.8165439)",KISSENA BOULEVARD,NEGUNDO AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146896,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,0:14,MANHATTAN,10031,40.8241267,-73.954828,"(40.8241267, -73.954828)",WEST 140 STREET,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3146655,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/03/2015,0:03,MANHATTAN,10002,40.7198321,-73.9875432,"(40.7198321, -73.9875432)",ESSEX STREET,RIVINGTON STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3146584,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Outside Car Distraction,,,,3147080,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:00,QUEENS,11385,40.693843,-73.8969119,"(40.693843, -73.8969119)",CYPRESS AVENUE,CABOT ROAD,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3147268,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/03/2015,18:00,QUEENS,11385,40.7028705,-73.8851764,"(40.7028705, -73.8851764)",68 STREET,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3147272,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/03/2015,18:00,MANHATTAN,10023,40.7742266,-73.9811136,"(40.7742266, -73.9811136)",COLUMBUS AVENUE,WEST 67 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3147019,VAN,PASSENGER VEHICLE,,,
