DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/03/2015,19:15,MANHATTAN,10003,40.7298617,-73.9914344,"(40.7298617, -73.9914344)",ASTOR PLACE,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163564,TAXI,PASSENGER VEHICLE,,,
02/03/2015,19:15,BROOKLYN,11230,40.6114903,-73.9723968,"(40.6114903, -73.9723968)",AVENUE O,EAST 2 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163801,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,19:12,MANHATTAN,10017,40.7521198,-73.9776766,"(40.7521198, -73.9776766)",PARK AVENUE,EAST 42 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3163580,OTHER,PASSENGER VEHICLE,,,
02/03/2015,19:10,BROOKLYN,11221,40.6891029,-73.9450575,"(40.6891029, -73.9450575)",GREENE AVENUE,TOMPKINS AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3163209,SPORT UTILITY / STATION WAGON,TAXI,PASSENGER VEHICLE,,
02/03/2015,19:10,BRONX,10468,40.870234,-73.9006048,"(40.870234, -73.9006048)",CLAFLIN AVENUE,WEST 195 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163744,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,19:00,MANHATTAN,10026,40.8020241,-73.9496815,"(40.8020241, -73.9496815)",WEST 116 STREET,LENOX AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3164319,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/03/2015,19:00,BRONX,10467,40.8773934,-73.8664909,"(40.8773934, -73.8664909)",WHITE PLAINS ROAD,EAST GUNHILL ROAD,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3163716,UNKNOWN,AMBULANCE,,,
02/03/2015,19:00,QUEENS,11355,40.7518342,-73.8242651,"(40.7518342, -73.8242651)",COLDEN STREET,ELDER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3164106,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,19:00,BROOKLYN,11249,40.700791,-73.9604981,"(40.700791, -73.9604981)",WYTHE AVENUE,PENN STREET,,0,0,0,0,0,0,0,0,,,,,,3163968,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
02/03/2015,19:00,BROOKLYN,11225,40.659017,-73.9567239,"(40.659017, -73.9567239)",RUTLAND ROAD,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163856,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,19:00,BROOKLYN,11225,40.6673324,-73.9535212,"(40.6673324, -73.9535212)",CARROLL STREET,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163854,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,19:00,BRONX,10475,40.8640144,-73.822678,"(40.8640144, -73.822678)",ERDMAN PLACE,EINSTEIN LOOP,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162930,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,19:00,BRONX,10466,40.8946624,-73.8613598,"(40.8946624, -73.8613598)",EAST 233 STREET,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163712,UNKNOWN,PASSENGER VEHICLE,,,
02/03/2015,18:50,QUEENS,11370,40.7583536,-73.8944008,"(40.7583536, -73.8944008)",31 AVENUE,73 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3163494,PASSENGER VEHICLE,,,,
02/03/2015,18:45,,,40.7363525,-73.9750088,"(40.7363525, -73.9750088)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3163574,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/03/2015,5:05,,,40.6186773,-74.024034,"(40.6186773, -74.024034)",,,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3163075,SPORT UTILITY / STATION WAGON,,,,
02/03/2015,18:42,BROOKLYN,11238,40.671645,-73.9625737,"(40.671645, -73.9625737)",EASTERN PARKWAY,WASHINGTON AVENUE,,1,0,1,0,0,0,0,0,Fatigued/Drowsy,,,,,3163907,PASSENGER VEHICLE,,,,
02/03/2015,18:40,BROOKLYN,11203,40.6566844,-73.9298964,"(40.6566844, -73.9298964)",CLARKSON AVENUE,EAST 51 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3163817,SPORT UTILITY / STATION WAGON,,,,
02/03/2015,18:40,QUEENS,11103,40.7593484,-73.9198004,"(40.7593484, -73.9198004)",38 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3164152,TAXI,SPORT UTILITY / STATION WAGON,,,
02/03/2015,18:40,MANHATTAN,10022,40.7602226,-73.967462,"(40.7602226, -73.967462)",EAST 57 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162818,VAN,OTHER,,,
02/03/2015,18:40,MANHATTAN,10018,40.7535538,-73.9850428,"(40.7535538, -73.9850428)",WEST 40 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162814,TAXI,SMALL COM VEH(4 TIRES),,,
02/03/2015,18:37,BRONX,10454,40.8054914,-73.9103026,"(40.8054914, -73.9103026)",BRUCKNER BOULEVARD,EAST 140 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3163657,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,5:15,MANHATTAN,10016,40.7466818,-73.9744953,"(40.7466818, -73.9744953)",EAST 37 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Turning Improperly,,,,3162815,SPORT UTILITY / STATION WAGON,TAXI,,,
02/03/2015,18:35,BROOKLYN,11207,40.6671469,-73.8994728,"(40.6671469, -73.8994728)",BLAKE AVENUE,HINSDALE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163168,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
02/03/2015,18:33,STATEN ISLAND,10301,40.6319694,-74.0759573,"(40.6319694, -74.0759573)",BAY STREET,CLINTON STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3164170,SPORT UTILITY / STATION WAGON,VAN,,,
02/03/2015,18:00,BRONX,10475,40.882622,-73.829051,"(40.882622, -73.829051)",ROMBOUTS AVENUE,NEW ENGLAND THRUWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3163719,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,18:30,BROOKLYN,11221,40.6891029,-73.9450575,"(40.6891029, -73.9450575)",GREENE AVENUE,TOMPKINS AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3163206,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,18:30,QUEENS,11422,40.66033,-73.7393433,"(40.66033, -73.7393433)",243 STREET,144 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3164033,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/03/2015,10:20,BROOKLYN,11226,40.6457966,-73.9601919,"(40.6457966, -73.9601919)",REGENT PLACE,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163103,LIVERY VEHICLE,VAN,,,
02/03/2015,18:30,QUEENS,11385,40.7096821,-73.8989037,"(40.7096821, -73.8989037)",LINDEN STREET,FRESH POND ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3164016,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/03/2015,18:30,MANHATTAN,10003,40.7339788,-73.9909432,"(40.7339788, -73.9909432)",EAST 13 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163563,TAXI,AMBULANCE,,,
02/03/2015,18:30,BROOKLYN,11238,40.6783423,-73.9551972,"(40.6783423, -73.9551972)",FRANKLIN AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,,,,,,3164512,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),,,
02/03/2015,18:30,BROOKLYN,11229,40.610949,-73.9536001,"(40.610949, -73.9536001)",AVENUE P,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163781,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,18:30,BROOKLYN,11228,40.6178147,-74.0064332,"(40.6178147, -74.0064332)",77 STREET,14 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163001,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,18:30,BROOKLYN,11207,40.6671469,-73.8994728,"(40.6671469, -73.8994728)",BLAKE AVENUE,HINSDALE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163173,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,18:25,MANHATTAN,10021,40.7713874,-73.9564776,"(40.7713874, -73.9564776)",EAST 76 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3162839,FIRE TRUCK,TAXI,,,
02/03/2015,18:25,BROOKLYN,11205,40.6905469,-73.9585786,"(40.6905469, -73.9585786)",DEKALB AVENUE,KENT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3164519,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,18:20,BRONX,10451,40.82284,-73.9287567,"(40.82284, -73.9287567)",RIVER AVENUE,EAST 151 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3163688,PASSENGER VEHICLE,,,,
02/03/2015,18:20,BROOKLYN,11226,40.6497805,-73.9494648,"(40.6497805, -73.9494648)",ERASMUS STREET,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3163073,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,18:20,BROOKLYN,11215,40.67327,-73.9895094,"(40.67327, -73.9895094)",3 AVENUE,6 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163195,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,18:17,BROOKLYN,11210,40.6257308,-73.9563925,"(40.6257308, -73.9563925)",OCEAN AVENUE,AVENUE J,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3163111,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,18:15,,,40.5846437,-73.9601534,"(40.5846437, -73.9601534)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163761,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,18:15,BROOKLYN,11214,40.6078183,-74.0019484,"(40.6078183, -74.0019484)",18 AVENUE,85 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3163000,PASSENGER VEHICLE,,,,
02/03/2015,18:15,BROOKLYN,11208,40.6652008,-73.8794055,"(40.6652008, -73.8794055)",HEGEMAN AVENUE,LINWOOD STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163169,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,18:10,BROOKLYN,11206,40.7086772,-73.9369799,"(40.7086772, -73.9369799)",MESEROLE STREET,WATERBURY STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163973,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,,,
02/03/2015,18:05,BROOKLYN,11216,40.6743137,-73.9500807,"(40.6743137, -73.9500807)",PROSPECT PLACE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3163910,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,18:01,BROOKLYN,11204,40.6349546,-73.9814305,"(40.6349546, -73.9814305)",42 STREET,16 AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3163799,PASSENGER VEHICLE,,,,
02/03/2015,18:00,BROOKLYN,11236,40.6417288,-73.9076365,"(40.6417288, -73.9076365)",GLENWOOD ROAD,REMSEN AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3163093,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,18:00,BROOKLYN,11206,40.7021868,-73.9441054,"(40.7021868, -73.9441054)",COOK STREET,MANHATTAN AVENUE,,2,0,0,0,0,0,2,0,Pavement Slippery,Unspecified,,,,3163971,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,18:00,QUEENS,11355,40.7597749,-73.8172883,"(40.7597749, -73.8172883)",147 STREET,SANFORD AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3164103,PASSENGER VEHICLE,,,,
02/03/2015,18:00,MANHATTAN,10128,40.7820076,-73.951661,"(40.7820076, -73.951661)",EAST 91 STREET,3 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3162838,LIVERY VEHICLE,,,,
02/03/2015,18:00,BROOKLYN,11249,40.700791,-73.9604981,"(40.700791, -73.9604981)",WYTHE AVENUE,PENN STREET,,1,0,0,0,0,0,1,0,,,,,,3163966,BUS,PASSENGER VEHICLE,,,
02/03/2015,18:00,MANHATTAN,10019,40.7661449,-73.9972347,"(40.7661449, -73.9972347)",WEST SIDE HIGHWAY,WEST 49 STREET,,0,0,0,0,0,0,0,0,Outside Car Distraction,Aggressive Driving/Road Rage,,,,3163599,VAN,TAXI,,,
02/03/2015,18:00,MANHATTAN,10002,40.7229337,-73.9886394,"(40.7229337, -73.9886394)",EAST HOUSTON STREET,ALLEN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3163550,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,18:00,BROOKLYN,11206,40.7021868,-73.9441054,"(40.7021868, -73.9441054)",COOK STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163974,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,18:00,BROOKLYN,11201,40.6959932,-73.983213,"(40.6959932, -73.983213)",TILLARY STREET,GOLD STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3163950,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/03/2015,9:50,,,,,,SPRINGFIELD BOULEVARD,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,,,,3164125,SPORT UTILITY / STATION WAGON,OTHER,,,
02/03/2015,9:50,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,3162962,UNKNOWN,UNKNOWN,,,
02/03/2015,9:50,MANHATTAN,10026,40.8020241,-73.9496815,"(40.8020241, -73.9496815)",WEST 116 STREET,LENOX AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3162870,PASSENGER VEHICLE,,,,
02/03/2015,9:55,MANHATTAN,10001,40.7514385,-73.9976793,"(40.7514385, -73.9976793)",WEST 31 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3162810,TAXI,PASSENGER VEHICLE,,,
02/03/2015,9:56,BRONX,10471,40.8896286,-73.9114694,"(40.8896286, -73.9114694)",BLACKSTONE AVENUE,WEST 239 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162961,PASSENGER VEHICLE,BUS,,,
02/03/2015,9:57,BROOKLYN,11207,40.6585269,-73.894912,"(40.6585269, -73.894912)",HEGEMAN AVENUE,MALTA STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163153,BUS,PASSENGER VEHICLE,,,
02/03/2015,0:08,BROOKLYN,11213,40.6759684,-73.9332254,"(40.6759684, -73.9332254)",DEAN STREET,SCHENECTADY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3163180,OTHER,PASSENGER VEHICLE,,,
02/03/2015,0:05,STATEN ISLAND,10304,40.597551,-74.1113224,"(40.597551, -74.1113224)",WILLOW POND ROAD,TODT HILL ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3164183,PASSENGER VEHICLE,,,,
02/03/2015,10:00,BROOKLYN,11219,40.6233236,-73.9971218,"(40.6233236, -73.9971218)",65 STREET,15 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163784,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/03/2015,10:00,QUEENS,11106,40.7662932,-73.9336258,"(40.7662932, -73.9336258)",14 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:09,BROOKLYN,11234,40.6262104,-73.9276589,"(40.6262104, -73.9276589)",FLATLANDS AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163017,BUS,SPORT UTILITY / STATION WAGON,,,
02/03/2015,10:09,BROOKLYN,11234,40.6262104,-73.9276589,"(40.6262104, -73.9276589)",FLATLANDS AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163018,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
02/03/2015,10:00,QUEENS,11419,40.6908286,-73.8331054,"(40.6908286, -73.8331054)",112 STREET,95 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163269,UNKNOWN,PASSENGER VEHICLE,,,
02/03/2015,10:00,QUEENS,11432,40.7284297,-73.7767265,"(40.7284297, -73.7767265)",193 STREET,81 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3164626,PASSENGER VEHICLE,UNKNOWN,,,
02/03/2015,10:00,,,,,,HOWARD AVENUE,PITKIN AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3163139,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:00,,,,,,WEST 155 STREET,MACOMBS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3164323,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,9:45,BRONX,10474,40.8152123,-73.8818034,"(40.8152123, -73.8818034)",HALLECK STREET,SPOFFORD AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3163666,PASSENGER VEHICLE,VAN,,,
02/03/2015,9:45,BROOKLYN,11228,40.6204828,-74.000072,"(40.6204828, -74.000072)",70 STREET,15 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162993,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,10:00,,,,,,DUFFIELD STREET,METROTECH,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3163224,UNKNOWN,,,,
02/03/2015,10:00,BRONX,10451,40.8263977,-73.9211541,"(40.8263977, -73.9211541)",EAST 161 STREET,SHERIDAN AVENUE,,2,0,0,0,0,0,2,0,Pavement Slippery,Pavement Slippery,,,,3162913,OTHER,SPORT UTILITY / STATION WAGON,,,
02/03/2015,0:05,QUEENS,11355,40.7596849,-73.8211653,"(40.7596849, -73.8211653)",BARCLAY AVENUE,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163433,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,0:01,BROOKLYN,11233,40.6767521,-73.9183063,"(40.6767521, -73.9183063)",ATLANTIC AVENUE,DEWEY PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3163131,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,0:01,MANHATTAN,10019,40.7629678,-73.9818929,"(40.7629678, -73.9818929)",7 AVENUE,WEST 53 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3162824,UNKNOWN,,,,
02/03/2015,18:00,BRONX,10452,40.8373176,-73.9233023,"(40.8373176, -73.9233023)",ANDERSON AVENUE,SHAKESPEARE AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3163691,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
02/03/2015,0:01,BROOKLYN,11209,40.6291986,-74.0316563,"(40.6291986, -74.0316563)",RIDGE BOULEVARD,79 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163824,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,4:15,,,,,,,,P/L OF RICHMOND AVE AND PLATINUM AVE,0,0,0,0,0,0,0,0,Unspecified,,,,,3163510,PASSENGER VEHICLE,,,,
02/03/2015,4:30,QUEENS,11420,40.679254,-73.8187058,"(40.679254, -73.8187058)",LINDEN BOULEVARD,121 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163379,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,4:45,BROOKLYN,11220,40.6379659,-74.0167436,"(40.6379659, -74.0167436)",62 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3163120,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,6:00,BROOKLYN,11210,40.6286468,-73.9520675,"(40.6286468, -73.9520675)",BEDFORD AVENUE,AVENUE I,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3163847,PASSENGER VEHICLE,,,,
02/03/2015,6:10,BROOKLYN,11225,40.6631828,-73.9624487,"(40.6631828, -73.9624487)",FLATBUSH AVENUE,EMPIRE BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,,,,,3163188,SPORT UTILITY / STATION WAGON,,,,
02/03/2015,6:15,BROOKLYN,11222,40.7258811,-73.9416863,"(40.7258811, -73.9416863)",KINGSLAND AVENUE,NASSAU AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163246,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,6:15,MANHATTAN,10012,40.7208921,-73.9957503,"(40.7208921, -73.9957503)",MOTT STREET,KENMARE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3162776,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
02/03/2015,6:15,MANHATTAN,10002,40.7209677,-73.9821677,"(40.7209677, -73.9821677)",EAST HOUSTON STREET,RIDGE STREET,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,3162782,PASSENGER VEHICLE,,,,
02/03/2015,0:45,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3163375,SPORT UTILITY / STATION WAGON,,,,
02/03/2015,0:45,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163376,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/03/2015,0:45,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163374,TAXI,PASSENGER VEHICLE,,,
02/03/2015,0:45,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163373,PASSENGER VEHICLE,AMBULANCE,,,
02/03/2015,6:20,,,40.6186773,-74.024034,"(40.6186773, -74.024034)",,,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3163077,PASSENGER VEHICLE,,,,
02/03/2015,9:44,QUEENS,11691,40.6053345,-73.7552743,"(40.6053345, -73.7552743)",MOTT AVENUE,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Pavement Slippery,Oversized Vehicle,,,,3163257,SPORT UTILITY / STATION WAGON,OTHER,,,
02/03/2015,9:45,BRONX,10456,40.8327066,-73.9050515,"(40.8327066, -73.9050515)",EAST 169 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163670,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,0:45,,,40.6678036,-73.8014041,"(40.6678036, -73.8014041)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3163372,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,0:43,QUEENS,11356,40.7786169,-73.8388611,"(40.7786169, -73.8388611)",130 STREET,23 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3163434,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/03/2015,0:41,,,40.5845248,-73.9489882,"(40.5845248, -73.9489882)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3162975,PASSENGER VEHICLE,OTHER,,,
02/03/2015,10:00,BRONX,10462,40.8523922,-73.8667579,"(40.8523922, -73.8667579)",CRUGER AVENUE,BRADY AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3162951,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/03/2015,0:40,QUEENS,11422,40.6721986,-73.7345961,"(40.6721986, -73.7345961)",BROOKVILLE BOULEVARD,135 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3163357,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/03/2015,0:30,STATEN ISLAND,10312,40.5652377,-74.181395,"(40.5652377, -74.181395)",WOODROW ROAD,ARTHUR KILL ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3163536,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
02/03/2015,0:30,MANHATTAN,10037,40.8088545,-73.9362601,"(40.8088545, -73.9362601)",PARK AVENUE,EAST 131 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3162859,OTHER,UNKNOWN,,,
02/03/2015,0:30,MANHATTAN,10016,40.7452427,-73.9847921,"(40.7452427, -73.9847921)",EAST 30 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3162805,PASSENGER VEHICLE,,,,
