YR,M,D,HR,MIN,DM
2007,9,7,9,0,8370
2007,9,7,10,0,8717.1
2007,9,7,11,0,8996.4
2007,9,7,12,0,9185.3
2007,9,7,13,0,9384.4
2007,9,7,14,0,9442.4
2007,9,7,15,0,9590.7
2007,9,7,16,0,9657.1
2007,9,7,17,0,9506.2
2007,9,7,18,0,9060
2007,9,7,19,0,8891.1
2007,9,7,20,0,8704.2
2007,9,7,21,0,8325.8
2007,9,7,22,0,7907.6
2007,9,7,23,0,7375.4
2007,9,7,24,0,6831.3
2007,9,8,1,0,6465.6
2007,9,8,2,0,6221.5
2007,9,8,3,0,6049.7
2007,9,8,4,0,5914.6
2007,9,8,5,0,5895.3
2007,9,8,6,0,5994.6
2007,9,8,7,0,6268.8
2007,9,8,8,0,6736.9
2007,9,8,9,0,7223.1
2007,9,8,10,0,7665
2007,9,8,11,0,7992.4
2007,9,8,12,0,8229.2
2007,9,8,13,0,8352.9
2007,9,8,14,0,8309.3
2007,9,8,15,0,8475.5
2007,9,8,16,0,8486
2007,9,8,17,0,8384.8
2007,9,8,18,0,8204.9
2007,9,8,19,0,8194.4
2007,9,8,20,0,8190
2007,9,8,21,0,7989.9
2007,9,8,22,0,7665.7
2007,9,8,23,0,7243.4
2007,9,8,24,0,6784.3
2007,9,9,1,0,6431.4
2007,9,9,2,0,6177.5
2007,9,9,3,0,6004
2007,9,9,4,0,5903.7
2007,9,9,5,0,5878.8
2007,9,9,6,0,5887
2007,9,9,7,0,6032.7
2007,9,9,8,0,6396.5
2007,9,9,9,0,6838.9
2007,9,9,10,0,7280
2007,9,9,11,0,7556.6
2007,9,9,12,0,7798.2
2007,9,9,13,0,7950.2
2007,9,9,14,0,7989.7
2007,9,9,15,0,8021.9
2007,9,9,16,0,7964.3
2007,9,9,17,0,7966.6
2007,9,9,18,0,7888.9
2007,9,9,19,0,8044.4
2007,9,9,20,0,8183.5
2007,9,9,21,0,8104
2007,9,9,22,0,7853.1
2007,9,9,23,0,7442.8
2007,9,9,24,0,7027.4
2007,9,10,1,0,6745
2007,9,10,2,0,6546.7
2007,9,10,3,0,6457.1
2007,9,10,4,0,6489.7
2007,9,10,5,0,6797.7
2007,9,10,6,0,7376.1
2007,9,10,7,0,8015.2
2007,9,10,8,0,8526.7
2007,9,10,9,0,8949.4
2007,9,10,10,0,9162.4
2007,9,10,11,0,9324.8
2007,9,10,12,0,9399.4
2007,9,10,13,0,9394.6
2007,9,10,14,0,9423.9
2007,9,10,15,0,9548.3
2007,9,10,16,0,9607.7
2007,9,10,17,0,9459.2
2007,9,10,18,0,9084.8
2007,9,10,19,0,9003.5
2007,9,10,20,0,8847.9
2007,9,10,21,0,8546.4
2007,9,10,22,0,8077.6
2007,9,10,23,0,7479.1
2007,9,10,24,0,6901.5
2007,9,11,1,0,6526
2007,9,11,2,0,6296.4
2007,9,11,3,0,6185.1
2007,9,11,4,0,6212
2007,9,11,5,0,6527.9
2007,9,11,6,0,7240.2
2007,9,11,7,0,7908.9
2007,9,11,8,0,8368.6
2007,9,11,9,0,8779.1
2007,9,11,10,0,8976.8
2007,9,11,11,0,9080.7
2007,9,11,12,0,9115.9
2007,9,11,13,0,8995.2
2007,9,11,14,0,8831.9
2007,9,11,15,0,8799.4
2007,9,11,16,0,8862.4
2007,9,11,17,0,8802.8
2007,9,11,18,0,8526.1
2007,9,11,19,0,8447
2007,9,11,20,0,8266
2007,9,11,21,0,7896.6
2007,9,11,22,0,7408.2
2007,9,11,23,0,6775.2
2007,9,11,24,0,6121.9
2007,9,12,1,0,5663.4
2007,9,12,2,0,5393.6
2007,9,12,3,0,5244.5
2007,9,12,4,0,5195.7
2007,9,12,5,0,5410.8
2007,9,12,6,0,6006.4
2007,9,12,7,0,6563.8
2007,9,12,8,0,6990
2007,9,12,9,0,7325
2007,9,12,10,0,7496.6
2007,9,12,11,0,7554
2007,9,12,12,0,7619.9
2007,9,12,13,0,7676
2007,9,12,14,0,7732
2007,9,12,15,0,7778.4
2007,9,12,16,0,7803.6
2007,9,12,17,0,7665.5
2007,9,12,18,0,7323.3
2007,9,12,19,0,7218.5
2007,9,12,20,0,7060.3
2007,9,12,21,0,6757.8
2007,9,12,22,0,6374.7
2007,9,12,23,0,5885.2
2007,9,12,24,0,5410.2
2007,9,13,1,0,5104.8
2007,9,13,2,0,4907.9
2007,9,13,3,0,4815.6
2007,9,13,4,0,4815.7
2007,9,13,5,0,5056
2007,9,13,6,0,5521.6
2007,9,13,7,0,6090.5
2007,9,13,8,0,6646.2
2007,9,13,9,0,7056
2007,9,13,10,0,7261.5
2007,9,13,11,0,7407.6
2007,9,13,12,0,7439.7
2007,9,13,13,0,7492.2
2007,9,13,14,0,7522.6
2007,9,13,15,0,7551.6
2007,9,13,16,0,7564.2
2007,9,13,17,0,7440.9
2007,9,13,18,0,7095.9
2007,9,13,19,0,7018.3
2007,9,13,20,0,6886.9
2007,9,13,21,0,6627.5
2007,9,13,22,0,6276
2007,9,13,23,0,5810.3
2007,9,13,24,0,5382.9
2007,9,14,1,0,5101.7
2007,9,14,2,0,4920.4
2007,9,14,3,0,4849.6
2007,9,14,4,0,4856.1
2007,9,14,5,0,5125.6
2007,9,14,6,0,5637.1
2007,9,14,7,0,6206.3
2007,9,14,8,0,6764.2
2007,9,14,9,0,7175
2007,9,14,10,0,7417.7
2007,9,14,11,0,7550.2
2007,9,14,12,0,7580.9
2007,9,14,13,0,7580.9
2007,9,14,14,0,7573.1
2007,9,14,15,0,7566.8
2007,9,14,16,0,7553.9
2007,9,14,17,0,7442.8
2007,9,14,18,0,7198.8
2007,9,14,19,0,7190.4
2007,9,14,20,0,6978.6
2007,9,14,21,0,6699.6
2007,9,14,22,0,6386.7
2007,9,14,23,0,6015.3
2007,9,14,24,0,5597.4
2007,9,15,1,0,5254.4
2007,9,15,2,0,5029.1
2007,9,15,3,0,4910.1
2007,9,15,4,0,4863.5
2007,9,15,5,0,4918
2007,9,15,6,0,5085.7
2007,9,15,7,0,5325.3
2007,9,15,8,0,5708.4
2007,9,15,9,0,5908.3
2007,9,15,10,0,6064
2007,9,15,11,0,6146.6
2007,9,15,12,0,6165.5
2007,9,15,13,0,6129.7
2007,9,15,14,0,6077.7
2007,9,15,15,0,6016.8
2007,9,15,16,0,5949.1
2007,9,15,17,0,5898.4
2007,9,15,18,0,5808.4
2007,9,15,19,0,5903.1
2007,9,15,20,0,5854.1
2007,9,15,21,0,5666.7
2007,9,15,22,0,5419.9
2007,9,15,23,0,5133.4
2007,9,15,24,0,4822.2
2007,9,16,1,0,4553.1
2007,9,16,2,0,4375.9
2007,9,16,3,0,4267.2
2007,9,16,4,0,4213.8
2007,9,16,5,0,4216.3
2007,9,16,6,0,4249.6
2007,9,16,7,0,4357.4
2007,9,16,8,0,4645
2007,9,16,9,0,4944.4
2007,9,16,10,0,5201.1
2007,9,16,11,0,5362.1
2007,9,16,12,0,5440.8
2007,9,16,13,0,5467.6
2007,9,16,14,0,5445.1
2007,9,16,15,0,5440.7
2007,9,16,16,0,5490.4
2007,9,16,17,0,5501.2
2007,9,16,18,0,5527.2
2007,9,16,19,0,5727.6
2007,9,16,20,0,5768.2
2007,9,16,21,0,5615.1
2007,9,16,22,0,5331.6
2007,9,16,23,0,4960.7
2007,9,16,24,0,4621.5
2007,9,17,1,0,4394.3
2007,9,17,2,0,4271.4
2007,9,17,3,0,4221.8
2007,9,17,4,0,4239.2
2007,9,17,5,0,4493.9
2007,9,17,6,0,5057.3
2007,9,17,7,0,5662.8
2007,9,17,8,0,6146.9
2007,9,17,9,0,6511.6
2007,9,17,10,0,6691.4
2007,9,17,11,0,6785.3
2007,9,17,12,0,6814.4
2007,9,17,13,0,6849.5
2007,9,17,14,0,6864.4
2007,9,17,15,0,6878.8
2007,9,17,16,0,6923
2007,9,17,17,0,6835.5
2007,9,17,18,0,6568.6
2007,9,17,19,0,6558
2007,9,17,20,0,6394.9
2007,9,17,21,0,6080.9
2007,9,17,22,0,5659.6
2007,9,17,23,0,5154.8
2007,9,17,24,0,4708.7
2007,9,18,1,0,4444.3
2007,9,18,2,0,4306.5
2007,9,18,3,0,4248.1
2007,9,18,4,0,4269.8
2007,9,18,5,0,4532.1
2007,9,18,6,0,5108.5
2007,9,18,7,0,5730.3
2007,9,18,8,0,6207
2007,9,18,9,0,6545.7
2007,9,18,10,0,6696.9
2007,9,18,11,0,6791.9
2007,9,18,12,0,6852.6
2007,9,18,13,0,6888
2007,9,18,14,0,6953.5
2007,9,18,15,0,6968.2
2007,9,18,16,0,6996.1
2007,9,18,17,0,6918.3
2007,9,18,18,0,6646.5
2007,9,18,19,0,6645.9
2007,9,18,20,0,6471.8
2007,9,18,21,0,6143.2
2007,9,18,22,0,5732.2
2007,9,18,23,0,5230.8
2007,9,18,24,0,4792.7
2007,9,19,1,0,4533
2007,9,19,2,0,4376.5
2007,9,19,3,0,4307.9
2007,9,19,4,0,4322.1
2007,9,19,5,0,4568
2007,9,19,6,0,5186.2
2007,9,19,7,0,5814.9
2007,9,19,8,0,6301.4
2007,9,19,9,0,6706.7
2007,9,19,10,0,6898.8
2007,9,19,11,0,7027.6
2007,9,19,12,0,7098.7
2007,9,19,13,0,7162.8
2007,9,19,14,0,7210.8
2007,9,19,15,0,7301.7
2007,9,19,16,0,7348.9
2007,9,19,17,0,7242.3
2007,9,19,18,0,6925.8
2007,9,19,19,0,6895.4
2007,9,19,20,0,6691.2
2007,9,19,21,0,6361
2007,9,19,22,0,5955.4
2007,9,19,23,0,5442
2007,9,19,24,0,4981.2
2007,9,20,1,0,4694
2007,9,20,2,0,4521.6
2007,9,20,3,0,4444.9
2007,9,20,4,0,4459.4
2007,9,20,5,0,4717.6
2007,9,20,6,0,5369.2
2007,9,20,7,0,6045.2
2007,9,20,8,0,6595.3
2007,9,20,9,0,7012.8
2007,9,20,10,0,7262.8
2007,9,20,11,0,7487.1
2007,9,20,12,0,7632.4
2007,9,20,13,0,7740.7
2007,9,20,14,0,7830.4
2007,9,20,15,0,7870.5
2007,9,20,16,0,7882.5
2007,9,20,17,0,7749.9
2007,9,20,18,0,7412.1
2007,9,20,19,0,7369.6
2007,9,20,20,0,7154.8
2007,9,20,21,0,6840.9
2007,9,20,22,0,6417.2
2007,9,20,23,0,5906.4
2007,9,20,24,0,5457.8
2007,9,21,1,0,5144.8
2007,9,21,2,0,4958.6
2007,9,21,3,0,4858.1
2007,9,21,4,0,4856.8
2007,9,21,5,0,5118.5
2007,9,21,6,0,5766.6
2007,9,21,7,0,6410.4
2007,9,21,8,0,6979.9
2007,9,21,9,0,7446.7
2007,9,21,10,0,7740.5
2007,9,21,11,0,7973.9
2007,9,21,12,0,8110.8
2007,9,21,13,0,8192.8
2007,9,21,14,0,8188.3
2007,9,21,15,0,8263.5
2007,9,21,16,0,8265.5
2007,9,21,17,0,8089.2
2007,9,21,18,0,7633
2007,9,21,19,0,7497.4
2007,9,21,20,0,7234.3
2007,9,21,21,0,6895
2007,9,21,22,0,6530.9
2007,9,21,23,0,6102.1
2007,9,21,24,0,5655
2007,9,22,1,0,5357.4
2007,9,22,2,0,5159.8
2007,9,22,3,0,5052.7
2007,9,22,4,0,5012.6
2007,9,22,5,0,5047.8
2007,9,22,6,0,5197.1
2007,9,22,7,0,5434.4
2007,9,22,8,0,5810.4
2007,9,22,9,0,6168.6
2007,9,22,10,0,6435.5
2007,9,22,11,0,6633.8
2007,9,22,12,0,6692.3
2007,9,22,13,0,6672.7
2007,9,22,14,0,6689.5
2007,9,22,15,0,6721.8
2007,9,22,16,0,6737.5
2007,9,22,17,0,6750
2007,9,22,18,0,6758
2007,9,22,19,0,6923.1
2007,9,22,20,0,6880.2
2007,9,22,21,0,6734.7
2007,9,22,22,0,6531.9
2007,9,22,23,0,6261.8
2007,9,22,24,0,5931.3
2007,9,23,1,0,5642
2007,9,23,2,0,5428.8
2007,9,23,3,0,5241.1
2007,9,23,4,0,5101.2
2007,9,23,5,0,5006.6
2007,9,23,6,0,4970.8
2007,9,23,7,0,5021.3
2007,9,23,8,0,5301
2007,9,23,9,0,5606.9
2007,9,23,10,0,5894.3
2007,9,23,11,0,6099.3
2007,9,23,12,0,6246.9
2007,9,23,13,0,6295.1
2007,9,23,14,0,6337.5
2007,9,23,15,0,6393.2
2007,9,23,16,0,6427.9
2007,9,23,17,0,6456.9
2007,9,23,18,0,6446.6
2007,9,23,19,0,6646.6
2007,9,23,20,0,6636.9
2007,9,23,21,0,6475.6
2007,9,23,22,0,6171.9
2007,9,23,23,0,5751
2007,9,23,24,0,5356.9
2007,9,24,1,0,5095.3
2007,9,24,2,0,4913
2007,9,24,3,0,4824.6
2007,9,24,4,0,4836.7
2007,9,24,5,0,5111.5
2007,9,24,6,0,5677.6
2007,9,24,7,0,6288.2
2007,9,24,8,0,6803.1
2007,9,24,9,0,7226.7
2007,9,24,10,0,7471.7
2007,9,24,11,0,7634.4
2007,9,24,12,0,7727
2007,9,24,13,0,7815.2
2007,9,24,14,0,7844.5
2007,9,24,15,0,7864.3
2007,9,24,16,0,7885
2007,9,24,17,0,7736.1
2007,9,24,18,0,7354.3
2007,9,24,19,0,7312.6
2007,9,24,20,0,7078.2
2007,9,24,21,0,6760.9
2007,9,24,22,0,6346.9
2007,9,24,23,0,5861.5
2007,9,24,24,0,5373.3
2007,9,25,1,0,5096.9
2007,9,25,2,0,4892.9
2007,9,25,3,0,4791.3
2007,9,25,4,0,4799.4
2007,9,25,5,0,5104.7
2007,9,25,6,0,5768.7
2007,9,25,7,0,6422.2
2007,9,25,8,0,6961.7
2007,9,25,9,0,7399.7
2007,9,25,10,0,7678.6
2007,9,25,11,0,7912.2
2007,9,25,12,0,8109.2
2007,9,25,13,0,8301.1
2007,9,25,14,0,8459.3
2007,9,25,15,0,8610.6
2007,9,25,16,0,8753.7
2007,9,25,17,0,8685.8
2007,9,25,18,0,8334.5
2007,9,25,19,0,8315.5
2007,9,25,20,0,8087
2007,9,25,21,0,7746.7
2007,9,25,22,0,7266.1
2007,9,25,23,0,6688
2007,9,25,24,0,6124.6
2007,9,26,1,0,5755.9
2007,9,26,2,0,5503
2007,9,26,3,0,5382.3
2007,9,26,4,0,5368.3
2007,9,26,5,0,5640.6
2007,9,26,6,0,6294.5
2007,9,26,7,0,6971.1
2007,9,26,8,0,7529.1
2007,9,26,9,0,8030.9
2007,9,26,10,0,8352.2
2007,9,26,11,0,8635
2007,9,26,12,0,8853.7
2007,9,26,13,0,9042.1
2007,9,26,14,0,9194.4
2007,9,26,15,0,9339.9
2007,9,26,16,0,9405.4
2007,9,26,17,0,9268.5
2007,9,26,18,0,8981.2
2007,9,26,19,0,8971.6
2007,9,26,20,0,8707
2007,9,26,21,0,8348.1
2007,9,26,22,0,7989.9
2007,9,26,23,0,7408.5
2007,9,26,24,0,6797.6
2007,9,27,1,0,6311.2
2007,9,27,2,0,6018.3
2007,9,27,3,0,5871.4
2007,9,27,4,0,5850.4
2007,9,27,5,0,6108.7
2007,9,27,6,0,6771.5
2007,9,27,7,0,7401.8
2007,9,27,8,0,7899.4
2007,9,27,9,0,8309.2
2007,9,27,10,0,8581.5
2007,9,27,11,0,8709.3
2007,9,27,12,0,8827
2007,9,27,13,0,8987.1
2007,9,27,14,0,9074.5
2007,9,27,15,0,9078.8
2007,9,27,16,0,9143
2007,9,27,17,0,8978.7
2007,9,27,18,0,8653.4
2007,9,27,19,0,8596.9
2007,9,27,20,0,8266
2007,9,27,21,0,7941.2
2007,9,27,22,0,7539.1
2007,9,27,23,0,6978.1
2007,9,27,24,0,6450.4
2007,9,28,1,0,6110.4
2007,9,28,2,0,5891.7
2007,9,28,3,0,5810.1
2007,9,28,4,0,5795.3
2007,9,28,5,0,6004.9
2007,9,28,6,0,6615.8
2007,9,28,7,0,7157.9
2007,9,28,8,0,7555.5
2007,9,28,9,0,7860.3
2007,9,28,10,0,8066.8
2007,9,28,11,0,8170.6
2007,9,28,12,0,8198.6
2007,9,28,13,0,8166.9
2007,9,28,14,0,8140.1
2007,9,28,15,0,8140.3
2007,9,28,16,0,8127.2
2007,9,28,17,0,7950.7
2007,9,28,18,0,7559.5
2007,9,28,19,0,7377.4
2007,9,28,20,0,7025.4
2007,9,28,21,0,6659.1
2007,9,28,22,0,6252.4
2007,9,28,23,0,5786.4
2007,9,28,24,0,5340.6
2007,9,29,1,0,5004.1
2007,9,29,2,0,4796.3
2007,9,29,3,0,4668
2007,9,29,4,0,4603.9
2007,9,29,5,0,4637.2
2007,9,29,6,0,4779.2
2007,9,29,7,0,4994.1
2007,9,29,8,0,5386.3
2007,9,29,9,0,5746.4
2007,9,29,10,0,6000.7
2007,9,29,11,0,6154.9
2007,9,29,12,0,6226.6
2007,9,29,13,0,6249.4
2007,9,29,14,0,6258.7
2007,9,29,15,0,6280
2007,9,29,16,0,6273.1
2007,9,29,17,0,6250.3
2007,9,29,18,0,6258.7
2007,9,29,19,0,6394.5
2007,9,29,20,0,6255.2
2007,9,29,21,0,6055.7
2007,9,29,22,0,5822.8
2007,9,29,23,0,5521.7
2007,9,29,24,0,5181.2
2007,9,30,1,0,4897.3
2007,9,30,2,0,4691.5
2007,9,30,3,0,4567.2
2007,9,30,4,0,4484.6
2007,9,30,5,0,4473
2007,9,30,6,0,4547.3
2007,9,30,7,0,4654.3
2007,9,30,8,0,4940.5
2007,9,30,9,0,5275.5
2007,9,30,10,0,5563.4
2007,9,30,11,0,5768.5
2007,9,30,12,0,5882.8
2007,9,30,13,0,5920.2
2007,9,30,14,0,5933
2007,9,30,15,0,5925.2
2007,9,30,16,0,5925.6
2007,9,30,17,0,5919.5
2007,9,30,18,0,5980.9
2007,9,30,19,0,6173.3
2007,9,30,20,0,6097.2
2007,9,30,21,0,5886.8
2007,9,30,22,0,5669.6
2007,9,30,23,0,5284.8
2007,9,30,24,0,4924.7
2007,10,1,1,0,4698
2007,10,1,2,0,4558.5
2007,10,1,3,0,4499.2
2007,10,1,4,0,4548.4
2007,10,1,5,0,4838.5
2007,10,1,6,0,5502.1
2007,10,1,7,0,6136.8
2007,10,1,8,0,6611.7
2007,10,1,9,0,7022.9
2007,10,1,10,0,7182.1
2007,10,1,11,0,7216.4
2007,10,1,12,0,7207.7
2007,10,1,13,0,7204.9
2007,10,1,14,0,7176.1
2007,10,1,15,0,7192.1
2007,10,1,16,0,7216.5
2007,10,1,17,0,7100.1
2007,10,1,18,0,6855.6
2007,10,1,19,0,6839
2007,10,1,20,0,6570.7
2007,10,1,21,0,6243.7
2007,10,1,22,0,5849.2
2007,10,1,23,0,5322.2
2007,10,1,24,0,4882.5
2007,10,2,1,0,4635.5
2007,10,2,2,0,4477.2
2007,10,2,3,0,4400.2
2007,10,2,4,0,4416.1
2007,10,2,5,0,4700.3
2007,10,2,6,0,5363.2
2007,10,2,7,0,6020.3
2007,10,2,8,0,6518.2
2007,10,2,9,0,6916.8
2007,10,2,10,0,7124.1
2007,10,2,11,0,7260.1
2007,10,2,12,0,7343.8
2007,10,2,13,0,7403.3
2007,10,2,14,0,7388.2
2007,10,2,15,0,7383.4
2007,10,2,16,0,7418
2007,10,2,17,0,7353.6
2007,10,2,18,0,7199.7
2007,10,2,19,0,7169.6
2007,10,2,20,0,6931.5
2007,10,2,21,0,6604
2007,10,2,22,0,6194.1
2007,10,2,23,0,5690
2007,10,2,24,0,5212.1
2007,10,3,1,0,4944.2
2007,10,3,2,0,4787.2
2007,10,3,3,0,4709.6
2007,10,3,4,0,4719.3
2007,10,3,5,0,5020.9
2007,10,3,6,0,5740.1
2007,10,3,7,0,6470.6
2007,10,3,8,0,7005.9
2007,10,3,9,0,7408.4
2007,10,3,10,0,7638.3
2007,10,3,11,0,7742.4
2007,10,3,12,0,7822
2007,10,3,13,0,7952.5
2007,10,3,14,0,8049
2007,10,3,15,0,8139.1
2007,10,3,16,0,8214.9
2007,10,3,17,0,8075.6
2007,10,3,18,0,7811.9
2007,10,3,19,0,7689.1
2007,10,3,20,0,7390.4
2007,10,3,21,0,7071.1
2007,10,3,22,0,6646.5
2007,10,3,23,0,6140.7
2007,10,3,24,0,5681.7
2007,10,4,1,0,5380.5
2007,10,4,2,0,5187.4
2007,10,4,3,0,5097.4
2007,10,4,4,0,5104.4
2007,10,4,5,0,5416.8
2007,10,4,6,0,6149.3
2007,10,4,7,0,6851.3
2007,10,4,8,0,7369.1
2007,10,4,9,0,7779.8
2007,10,4,10,0,8042.8
2007,10,4,11,0,8278.8
2007,10,4,12,0,8459.6
2007,10,4,13,0,8625.9
2007,10,4,14,0,8693
2007,10,4,15,0,8749.2
2007,10,4,16,0,8780.9
2007,10,4,17,0,8549.7
2007,10,4,18,0,8238.2
2007,10,4,19,0,8130.2
2007,10,4,20,0,7857.9
2007,10,4,21,0,7500.2
2007,10,4,22,0,7047.9
2007,10,4,23,0,6491.6
2007,10,4,24,0,5969.3
2007,10,5,1,0,5650.6
2007,10,5,2,0,5434.3
2007,10,5,3,0,5335.5
2007,10,5,4,0,5338.8
2007,10,5,5,0,5625.8
2007,10,5,6,0,6324.1
2007,10,5,7,0,7001.8
2007,10,5,8,0,7507.7
2007,10,5,9,0,7948
2007,10,5,10,0,8207.8
2007,10,5,11,0,8450.6
2007,10,5,12,0,8598.1
2007,10,5,13,0,8683.9
2007,10,5,14,0,8702.2
2007,10,5,15,0,8718.1
2007,10,5,16,0,8668.4
2007,10,5,17,0,8413.7
2007,10,5,18,0,8003.5
2007,10,5,19,0,7858.2
2007,10,5,20,0,7515.7
2007,10,5,21,0,7204.1
2007,10,5,22,0,6837.3
2007,10,5,23,0,6426.4
2007,10,5,24,0,5978.1
2007,10,6,1,0,5649.9
2007,10,6,2,0,5414.3
2007,10,6,3,0,5271
2007,10,6,4,0,5193.4
2007,10,6,5,0,5199.3
2007,10,6,6,0,5385
2007,10,6,7,0,5594.8
2007,10,6,8,0,5975
2007,10,6,9,0,6365.4
2007,10,6,10,0,6774.1
2007,10,6,11,0,7046
2007,10,6,12,0,7235.1
2007,10,6,13,0,7313.4
2007,10,6,14,0,7375.4
2007,10,6,15,0,7394.7
2007,10,6,16,0,7364.5
2007,10,6,17,0,7288.4
2007,10,6,18,0,7239
2007,10,6,19,0,7344.5
2007,10,6,20,0,7191.8
2007,10,6,21,0,7008.3
2007,10,6,22,0,6782.1
2007,10,6,23,0,6483.3
2007,10,6,24,0,6122
2007,10,7,1,0,5830
2007,10,7,2,0,5608.1
2007,10,7,3,0,5454.6
2007,10,7,4,0,5378.1
2007,10,7,5,0,5369.4
2007,10,7,6,0,5444.8
2007,10,7,7,0,5532.9
2007,10,7,8,0,5824.5
2007,10,7,9,0,6220.5
2007,10,7,10,0,6623.8
2007,10,7,11,0,6913.5
2007,10,7,12,0,7086.9
2007,10,7,13,0,7129.9
2007,10,7,14,0,7047.3
2007,10,7,15,0,7083.9
2007,10,7,16,0,7066.7
2007,10,7,17,0,6899.1
2007,10,7,18,0,6819.8
2007,10,7,19,0,6859.1
2007,10,7,20,0,6736.3
2007,10,7,21,0,6578.3
2007,10,7,22,0,6333.9
2007,10,7,23,0,6000.9
2007,10,7,24,0,5634
2007,10,8,1,0,5377.8
2007,10,8,2,0,5194.6
2007,10,8,3,0,5118
2007,10,8,4,0,5147
2007,10,8,5,0,5403.2
2007,10,8,6,0,5908.6
2007,10,8,7,0,6436.7
2007,10,8,8,0,6951
2007,10,8,9,0,7387.6
2007,10,8,10,0,7679.1
2007,10,8,11,0,7967.6
2007,10,8,12,0,8217.2
2007,10,8,13,0,8445
2007,10,8,14,0,8632.5
2007,10,8,15,0,8756.2
2007,10,8,16,0,8858.3
2007,10,8,17,0,8866.6
2007,10,8,18,0,8694.1
2007,10,8,19,0,8768.9
2007,10,8,20,0,8569.3
2007,10,8,21,0,8245
2007,10,8,22,0,7868.6
2007,10,8,23,0,7322.7
2007,10,8,24,0,6761.2
2007,10,9,1,0,6373.9
2007,10,9,2,0,6120.8
2007,10,9,3,0,6000.1
2007,10,9,4,0,5983.5
2007,10,9,5,0,6269.9
2007,10,9,6,0,6945.7
2007,10,9,7,0,7595.1
2007,10,9,8,0,8091.3
2007,10,9,9,0,8467.3
2007,10,9,10,0,8439.1
2007,10,9,11,0,8283.1
2007,10,9,12,0,8083.9
2007,10,9,13,0,7880.5
2007,10,9,14,0,7695.5
2007,10,9,15,0,7582.6
2007,10,9,16,0,7544.9
2007,10,9,17,0,7500
2007,10,9,18,0,7340.1
2007,10,9,19,0,7164.4
2007,10,9,20,0,6864.9
2007,10,9,21,0,6500.5
2007,10,9,22,0,6076.6
2007,10,9,23,0,5598.4
2007,10,9,24,0,5150.6
2007,10,10,1,0,4901
2007,10,10,2,0,4746.5
2007,10,10,3,0,4674.1
2007,10,10,4,0,4682.8
2007,10,10,5,0,4971.3
2007,10,10,6,0,5662.9
2007,10,10,7,0,6381.6
2007,10,10,8,0,6885.2
2007,10,10,9,0,7230.2
2007,10,10,10,0,7415.4
2007,10,10,11,0,7518
2007,10,10,12,0,7542.7
2007,10,10,13,0,7558.8
2007,10,10,14,0,7607
2007,10,10,15,0,7650.2
2007,10,10,16,0,7673.7
2007,10,10,17,0,7589.2
2007,10,10,18,0,7385.4
2007,10,10,19,0,7305.3
2007,10,10,20,0,7009.4
2007,10,10,21,0,6671.6
2007,10,10,22,0,6249
2007,10,10,23,0,5732.4
2007,10,10,24,0,5240.9
2007,10,11,1,0,4933.7
2007,10,11,2,0,4744.9
2007,10,11,3,0,4665.4
2007,10,11,4,0,4669.3
2007,10,11,5,0,4939.2
2007,10,11,6,0,5622.8
2007,10,11,7,0,6286.1
2007,10,11,8,0,6743.2
2007,10,11,9,0,7050.7
2007,10,11,10,0,7182.7
2007,10,11,11,0,7255.6
2007,10,11,12,0,7263.4
2007,10,11,13,0,7302.7
2007,10,11,14,0,7318.7
2007,10,11,15,0,7337.7
2007,10,11,16,0,7403.4
2007,10,11,17,0,7328.9
2007,10,11,18,0,7184.1
2007,10,11,19,0,7052.7
2007,10,11,20,0,6757.7
2007,10,11,21,0,6427.1
2007,10,11,22,0,6021.7
2007,10,11,23,0,5476.1
2007,10,11,24,0,4984.9
2007,10,12,1,0,4667.5
2007,10,12,2,0,4465
2007,10,12,3,0,4377.4
2007,10,12,4,0,4383.2
2007,10,12,5,0,4622.8
2007,10,12,6,0,5255.7
2007,10,12,7,0,5874.3
2007,10,12,8,0,6266.7
2007,10,12,9,0,6519.7
2007,10,12,10,0,6643.9
2007,10,12,11,0,6708.1
2007,10,12,12,0,6688.5
2007,10,12,13,0,6681.8
2007,10,12,14,0,6643
2007,10,12,15,0,6599.4
2007,10,12,16,0,6564.4
2007,10,12,17,0,6467.5
2007,10,12,18,0,6355.5
2007,10,12,19,0,6307.8
2007,10,12,20,0,6065.3
2007,10,12,21,0,5780.7
2007,10,12,22,0,5450.5
2007,10,12,23,0,5065.9
2007,10,12,24,0,4673.1
2007,10,13,1,0,4418.6
2007,10,13,2,0,4241.2
2007,10,13,3,0,4132.4
2007,10,13,4,0,4086.8
2007,10,13,5,0,4129.8
2007,10,13,6,0,4294.8
2007,10,13,7,0,4490.8
2007,10,13,8,0,4811.9
2007,10,13,9,0,5128.2
2007,10,13,10,0,5347.8
2007,10,13,11,0,5466.9
2007,10,13,12,0,5507.5
2007,10,13,13,0,5482.2
2007,10,13,14,0,5450.5
2007,10,13,15,0,5418.8
2007,10,13,16,0,5395.2
2007,10,13,17,0,5414.6
2007,10,13,18,0,5578.8
2007,10,13,19,0,5707
2007,10,13,20,0,5564.2
2007,10,13,21,0,5416.6
2007,10,13,22,0,5237.7
2007,10,13,23,0,4959.4
2007,10,13,24,0,4623.9
2007,10,14,1,0,4358.4
2007,10,14,2,0,4193.1
2007,10,14,3,0,4089.3
2007,10,14,4,0,4052.1
