YR,M,D,HR,MIN,DM
2010,6,15,23,0,5937
2010,6,15,24,0,5452.3
2010,6,16,1,0,5124.4
2010,6,16,2,0,4917.7
2010,6,16,3,0,4807.8
2010,6,16,4,0,4811.5
2010,6,16,5,0,5026.5
2010,6,16,6,0,5674.9
2010,6,16,7,0,6425.1
2010,6,16,8,0,7011.7
2010,6,16,9,0,7367.3
2010,6,16,10,0,7568.1
2010,6,16,11,0,7612.9
2010,6,16,12,0,7630.6
2010,6,16,13,0,7644.9
2010,6,16,14,0,7698.8
2010,6,16,15,0,7713.4
2010,6,16,16,0,7708.1
2010,6,16,17,0,7704.9
2010,6,16,18,0,7396.5
2010,6,16,19,0,7198.1
2010,6,16,20,0,7164.1
2010,6,16,21,0,7082.5
2010,6,16,22,0,6781.8
2010,6,16,23,0,6318
2010,6,16,24,0,5864.6
2010,6,17,1,0,5509.7
2010,6,17,2,0,5300.2
2010,6,17,3,0,5221.4
2010,6,17,4,0,5234.1
2010,6,17,5,0,5452.2
2010,6,17,6,0,6130.8
2010,6,17,7,0,6942.9
2010,6,17,8,0,7541
2010,6,17,9,0,7783.7
2010,6,17,10,0,7869.1
2010,6,17,11,0,7864
2010,6,17,12,0,7872.5
2010,6,17,13,0,7886
2010,6,17,14,0,7874.2
2010,6,17,15,0,7864.8
2010,6,17,16,0,7840.8
2010,6,17,17,0,7693.2
2010,6,17,18,0,7297.9
2010,6,17,19,0,7033.3
2010,6,17,20,0,6914
2010,6,17,21,0,6795.7
2010,6,17,22,0,6431.1
2010,6,17,23,0,5955.7
2010,6,17,24,0,5475.5
2010,6,18,1,0,5154.4
2010,6,18,2,0,4936.3
2010,6,18,3,0,4822.3
2010,6,18,4,0,4811.6
2010,6,18,5,0,4995.5
2010,6,18,6,0,5616.5
2010,6,18,7,0,6393.1
2010,6,18,8,0,7021.5
2010,6,18,9,0,7492.7
2010,6,18,10,0,7806.1
2010,6,18,11,0,8003.3
2010,6,18,12,0,8097.8
2010,6,18,13,0,8178.4
2010,6,18,14,0,8256.3
2010,6,18,15,0,8334.5
2010,6,18,16,0,8371.5
2010,6,18,17,0,8230
2010,6,18,18,0,7808.4
2010,6,18,19,0,7475.7
2010,6,18,20,0,7235.4
2010,6,18,21,0,7085.4
2010,6,18,22,0,6763
2010,6,18,23,0,6304.7
2010,6,18,24,0,5842.3
2010,6,19,1,0,5510.2
2010,6,19,2,0,5262.1
2010,6,19,3,0,5096.5
2010,6,19,4,0,4998.7
2010,6,19,5,0,4959.4
2010,6,19,6,0,5153.7
2010,6,19,7,0,5547.6
2010,6,19,8,0,5998.1
2010,6,19,9,0,6425
2010,6,19,10,0,6765.8
2010,6,19,11,0,6979.4
2010,6,19,12,0,7116.3
2010,6,19,13,0,7164.4
2010,6,19,14,0,7186.9
2010,6,19,15,0,7197.3
2010,6,19,16,0,7183.6
2010,6,19,17,0,7111.9
2010,6,19,18,0,6947.9
2010,6,19,19,0,6775.1
2010,6,19,20,0,6727.1
2010,6,19,21,0,6761.9
2010,6,19,22,0,6620.7
2010,6,19,23,0,6369.9
2010,6,19,24,0,6044.5
2010,6,20,1,0,5759.9
2010,6,20,2,0,5549.1
2010,6,20,3,0,5420.7
2010,6,20,4,0,5347.2
2010,6,20,5,0,5281.6
2010,6,20,6,0,5382.9
2010,6,20,7,0,5661.4
2010,6,20,8,0,6048.8
2010,6,20,9,0,6514.2
2010,6,20,10,0,7022.9
2010,6,20,11,0,7356.5
2010,6,20,12,0,7653.8
2010,6,20,13,0,7861.8
2010,6,20,14,0,8028.9
2010,6,20,15,0,8078.5
2010,6,20,16,0,7964.7
2010,6,20,17,0,7989
2010,6,20,18,0,7964.9
2010,6,20,19,0,7852.3
2010,6,20,20,0,7881.3
2010,6,20,21,0,8048.6
2010,6,20,22,0,7856.8
2010,6,20,23,0,7416.7
2010,6,20,24,0,6953.2
2010,6,21,1,0,6594.1
2010,6,21,2,0,6350.7
2010,6,21,3,0,6196.9
2010,6,21,4,0,6147.7
2010,6,21,5,0,6258.7
2010,6,21,6,0,6782.4
2010,6,21,7,0,7503.1
2010,6,21,8,0,8145.3
2010,6,21,9,0,8644.9
2010,6,21,10,0,8947.4
2010,6,21,11,0,9134.6
2010,6,21,12,0,9277.1
2010,6,21,13,0,9402.5
2010,6,21,14,0,9491.9
2010,6,21,15,0,9614.2
2010,6,21,16,0,9730.6
2010,6,21,17,0,9652.2
2010,6,21,18,0,9261.1
2010,6,21,19,0,8946.9
2010,6,21,20,0,8744
2010,6,21,21,0,8678.1
2010,6,21,22,0,8277.4
2010,6,21,23,0,7626.4
2010,6,21,24,0,7027.7
2010,6,22,1,0,6625.4
2010,6,22,2,0,6326.1
2010,6,22,3,0,6140.2
2010,6,22,4,0,6087.2
2010,6,22,5,0,6240.1
2010,6,22,6,0,6799.3
2010,6,22,7,0,7546.1
2010,6,22,8,0,8139.9
2010,6,22,9,0,8607.4
2010,6,22,10,0,8916.4
2010,6,22,11,0,9127.7
2010,6,22,12,0,9254
2010,6,22,13,0,9285.6
2010,6,22,14,0,9327.6
2010,6,22,15,0,9332.2
2010,6,22,16,0,9191.6
2010,6,22,17,0,8999.3
2010,6,22,18,0,8595
2010,6,22,19,0,8431.3
2010,6,22,20,0,8383.8
2010,6,22,21,0,8277.3
2010,6,22,22,0,7935.4
2010,6,22,23,0,7407.5
2010,6,22,24,0,6869.8
2010,6,23,1,0,6487.6
2010,6,23,2,0,6270.2
2010,6,23,3,0,6155.5
2010,6,23,4,0,6148.3
2010,6,23,5,0,6342
2010,6,23,6,0,7018.8
2010,6,23,7,0,7881.7
2010,6,23,8,0,8589.3
2010,6,23,9,0,9064.6
2010,6,23,10,0,9381.4
2010,6,23,11,0,9530.3
2010,6,23,12,0,9659.6
2010,6,23,13,0,9815.6
2010,6,23,14,0,9915.2
2010,6,23,15,0,10041.7
2010,6,23,16,0,10153.1
2010,6,23,17,0,10111.7
2010,6,23,18,0,9757.9
2010,6,23,19,0,9475.6
2010,6,23,20,0,9306.8
2010,6,23,21,0,9302.7
2010,6,23,22,0,8930.1
2010,6,23,23,0,8328.6
2010,6,23,24,0,7715.7
2010,6,24,1,0,7280.1
2010,6,24,2,0,7000.3
2010,6,24,3,0,6852.9
2010,6,24,4,0,6831.7
2010,6,24,5,0,7016.3
2010,6,24,6,0,7612.2
2010,6,24,7,0,8350.9
2010,6,24,8,0,9039.8
2010,6,24,9,0,9595.8
2010,6,24,10,0,10019.2
2010,6,24,11,0,10312.5
2010,6,24,12,0,10380.3
2010,6,24,13,0,10496
2010,6,24,14,0,10511.7
2010,6,24,15,0,10484.5
2010,6,24,16,0,10531
2010,6,24,17,0,10469.7
2010,6,24,18,0,10080.2
2010,6,24,19,0,9697.1
2010,6,24,20,0,9455.6
2010,6,24,21,0,9366.8
2010,6,24,22,0,8991.6
2010,6,24,23,0,8344.1
2010,6,24,24,0,7690.5
2010,6,25,1,0,7217.3
2010,6,25,2,0,6854.3
2010,6,25,3,0,6629.3
2010,6,25,4,0,6527.8
2010,6,25,5,0,6598.7
2010,6,25,6,0,7184.4
2010,6,25,7,0,7911.9
2010,6,25,8,0,8490.7
2010,6,25,9,0,8862.2
2010,6,25,10,0,9132.2
2010,6,25,11,0,9287.1
2010,6,25,12,0,9370.3
2010,6,25,13,0,9435.9
2010,6,25,14,0,9470.9
2010,6,25,15,0,9524.3
2010,6,25,16,0,9523.3
2010,6,25,17,0,9345.3
2010,6,25,18,0,8859.8
2010,6,25,19,0,8476.8
2010,6,25,20,0,8216.7
2010,6,25,21,0,8097.4
2010,6,25,22,0,7811.2
2010,6,25,23,0,7388.4
2010,6,25,24,0,6932.8
2010,6,26,1,0,6578.6
2010,6,26,2,0,6314.7
2010,6,26,3,0,6130.8
2010,6,26,4,0,6020.2
2010,6,26,5,0,5945.8
2010,6,26,6,0,6096.4
2010,6,26,7,0,6485.8
2010,6,26,8,0,6968.9
2010,6,26,9,0,7465
2010,6,26,10,0,7866.6
2010,6,26,11,0,8127.4
2010,6,26,12,0,8219
2010,6,26,13,0,8256.9
2010,6,26,14,0,8291
2010,6,26,15,0,8312.2
2010,6,26,16,0,8261
2010,6,26,17,0,8150.3
2010,6,26,18,0,8019
2010,6,26,19,0,7957.8
2010,6,26,20,0,7953.5
2010,6,26,21,0,7968
2010,6,26,22,0,7771
2010,6,26,23,0,7466.7
2010,6,26,24,0,7092.2
2010,6,27,1,0,6761.5
2010,6,27,2,0,6479.3
2010,6,27,3,0,6273.7
2010,6,27,4,0,6134.6
2010,6,27,5,0,6031.4
2010,6,27,6,0,6087.7
2010,6,27,7,0,6398.9
2010,6,27,8,0,6790.5
2010,6,27,9,0,7148.6
2010,6,27,10,0,7609.9
2010,6,27,11,0,8004.6
2010,6,27,12,0,8300
2010,6,27,13,0,8424.2
2010,6,27,14,0,8523.8
2010,6,27,15,0,8664.5
2010,6,27,16,0,8780.1
2010,6,27,17,0,8820.7
2010,6,27,18,0,8784.2
2010,6,27,19,0,8739.6
2010,6,27,20,0,8817.6
2010,6,27,21,0,8975.4
2010,6,27,22,0,8797.6
2010,6,27,23,0,8376.5
2010,6,27,24,0,7964.9
2010,6,28,1,0,7643.2
2010,6,28,2,0,7415.6
2010,6,28,3,0,7281.1
2010,6,28,4,0,7291.6
2010,6,28,5,0,7484.7
2010,6,28,6,0,8051.8
2010,6,28,7,0,8796.6
2010,6,28,8,0,9528.8
2010,6,28,9,0,10116.2
2010,6,28,10,0,10490.7
2010,6,28,11,0,10735.4
2010,6,28,12,0,10923.4
2010,6,28,13,0,10965.6
2010,6,28,14,0,11071.1
2010,6,28,15,0,11002.7
2010,6,28,16,0,10818.9
2010,6,28,17,0,10495.7
2010,6,28,18,0,10072.3
2010,6,28,19,0,9834.1
2010,6,28,20,0,9645.9
2010,6,28,21,0,9565.7
2010,6,28,22,0,9195.8
2010,6,28,23,0,8570
2010,6,28,24,0,7987.9
2010,6,29,1,0,7592.2
2010,6,29,2,0,7335.5
2010,6,29,3,0,7212.3
2010,6,29,4,0,7208
2010,6,29,5,0,7375.1
2010,6,29,6,0,7901
2010,6,29,7,0,8612.7
2010,6,29,8,0,9135.8
2010,6,29,9,0,9619.1
2010,6,29,10,0,10001.2
2010,6,29,11,0,10134.2
2010,6,29,12,0,10145.2
2010,6,29,13,0,10196.7
2010,6,29,14,0,10191.7
2010,6,29,15,0,10145.8
2010,6,29,16,0,10081
2010,6,29,17,0,9906.9
2010,6,29,18,0,9486.2
2010,6,29,19,0,9091.9
2010,6,29,20,0,8752.6
2010,6,29,21,0,8641.3
2010,6,29,22,0,8138.4
2010,6,29,23,0,7381.7
2010,6,29,24,0,6683.1
2010,6,30,1,0,6223.9
2010,6,30,2,0,5905.7
2010,6,30,3,0,5717
2010,6,30,4,0,5644.1
2010,6,30,5,0,5737
2010,6,30,6,0,6190.4
2010,6,30,7,0,6755.9
2010,6,30,8,0,7215.9
2010,6,30,9,0,7538.9
2010,6,30,10,0,7725.8
2010,6,30,11,0,7824.7
2010,6,30,12,0,7906.1
2010,6,30,13,0,7996.2
2010,6,30,14,0,8067.7
2010,6,30,15,0,8136.8
2010,6,30,16,0,8177.2
2010,6,30,17,0,8089.8
2010,6,30,18,0,7690
2010,6,30,19,0,7359
2010,6,30,20,0,7137.2
2010,6,30,21,0,7055.4
2010,6,30,22,0,6738.6
2010,6,30,23,0,6257.2
2010,6,30,24,0,5802.7
2010,7,1,1,0,5466.5
2010,7,1,2,0,5247.8
2010,7,1,3,0,5112.1
2010,7,1,4,0,5076.5
2010,7,1,5,0,5215.8
2010,7,1,6,0,5735.2
2010,7,1,7,0,6350.9
2010,7,1,8,0,6875.3
2010,7,1,9,0,7261.6
2010,7,1,10,0,7485.9
2010,7,1,11,0,7592.6
2010,7,1,12,0,7655.1
2010,7,1,13,0,7719.3
2010,7,1,14,0,7726.5
2010,7,1,15,0,7748.2
2010,7,1,16,0,7747.6
2010,7,1,17,0,7604.4
2010,7,1,18,0,7191.9
2010,7,1,19,0,6887
2010,7,1,20,0,6688.9
2010,7,1,21,0,6612.3
2010,7,1,22,0,6308.1
2010,7,1,23,0,5860
2010,7,1,24,0,5410.1
2010,7,2,1,0,5096.9
2010,7,2,2,0,4889.9
2010,7,2,3,0,4775.5
2010,7,2,4,0,4761.9
2010,7,2,5,0,4917.6
2010,7,2,6,0,5446.5
2010,7,2,7,0,6086.3
2010,7,2,8,0,6663.1
2010,7,2,9,0,7091.8
2010,7,2,10,0,7335.4
2010,7,2,11,0,7452.4
2010,7,2,12,0,7505.7
2010,7,2,13,0,7531.8
2010,7,2,14,0,7555.9
2010,7,2,15,0,7579.2
2010,7,2,16,0,7571.6
2010,7,2,17,0,7500.9
2010,7,2,18,0,7177.1
2010,7,2,19,0,6916.6
2010,7,2,20,0,6761.5
2010,7,2,21,0,6702.9
2010,7,2,22,0,6455.3
2010,7,2,23,0,6111.6
2010,7,2,24,0,5718.9
2010,7,3,1,0,5397.5
2010,7,3,2,0,5180.3
2010,7,3,3,0,5038.6
2010,7,3,4,0,4950.9
2010,7,3,5,0,4898.3
2010,7,3,6,0,5055.9
2010,7,3,7,0,5349.2
2010,7,3,8,0,5756.5
2010,7,3,9,0,6185.2
2010,7,3,10,0,6539.9
2010,7,3,11,0,6754.2
2010,7,3,12,0,6872.2
2010,7,3,13,0,6939.1
2010,7,3,14,0,7028.1
2010,7,3,15,0,7126.7
2010,7,3,16,0,7202.8
2010,7,3,17,0,7192.1
2010,7,3,18,0,7099.2
2010,7,3,19,0,6981
2010,7,3,20,0,6915.3
2010,7,3,21,0,6990.5
2010,7,3,22,0,6895.6
2010,7,3,23,0,6705.4
2010,7,3,24,0,6402.4
2010,7,4,1,0,6061.5
2010,7,4,2,0,5803.5
2010,7,4,3,0,5644.2
2010,7,4,4,0,5522.7
2010,7,4,5,0,5407.6
2010,7,4,6,0,5463.6
2010,7,4,7,0,5714.8
2010,7,4,8,0,6088
2010,7,4,9,0,6513.9
2010,7,4,10,0,6956.9
2010,7,4,11,0,7288.4
2010,7,4,12,0,7482.2
2010,7,4,13,0,7609.6
2010,7,4,14,0,7714.9
2010,7,4,15,0,7794.3
2010,7,4,16,0,7853.8
2010,7,4,17,0,7862.3
2010,7,4,18,0,7772.2
2010,7,4,19,0,7656.3
2010,7,4,20,0,7629
2010,7,4,21,0,7697.9
2010,7,4,22,0,7645.5
2010,7,4,23,0,7477.7
2010,7,4,24,0,7192.6
2010,7,5,1,0,6909.1
2010,7,5,2,0,6638.8
2010,7,5,3,0,6432.6
2010,7,5,4,0,6317.1
2010,7,5,5,0,6249.8
2010,7,5,6,0,6409.3
2010,7,5,7,0,6758.4
2010,7,5,8,0,7180.8
2010,7,5,9,0,7683.9
2010,7,5,10,0,8164.5
2010,7,5,11,0,8506.9
2010,7,5,12,0,8728.9
2010,7,5,13,0,8904.8
2010,7,5,14,0,9031.9
2010,7,5,15,0,9161.2
2010,7,5,16,0,9266.9
2010,7,5,17,0,9286.7
2010,7,5,18,0,9205.7
2010,7,5,19,0,9079.6
2010,7,5,20,0,9043.9
2010,7,5,21,0,9188.7
2010,7,5,22,0,9025.5
2010,7,5,23,0,8660.8
2010,7,5,24,0,8260.8
2010,7,6,1,0,7920.9
2010,7,6,2,0,7682.1
2010,7,6,3,0,7539.5
2010,7,6,4,0,7500.7
2010,7,6,5,0,7620.1
2010,7,6,6,0,8110.1
2010,7,6,7,0,8901.3
2010,7,6,8,0,9644.9
2010,7,6,9,0,10302.3
2010,7,6,10,0,10744.6
2010,7,6,11,0,10986.3
2010,7,6,12,0,11091.4
2010,7,6,13,0,11107.9
2010,7,6,14,0,11178.6
2010,7,6,15,0,11181.4
2010,7,6,16,0,11213.2
2010,7,6,17,0,11128.5
2010,7,6,18,0,10874.3
2010,7,6,19,0,10747.8
2010,7,6,20,0,10678.4
2010,7,6,21,0,10659.8
2010,7,6,22,0,10240.7
2010,7,6,23,0,9596.6
2010,7,6,24,0,8979.7
2010,7,7,1,0,8534.5
2010,7,7,2,0,8275.6
2010,7,7,3,0,8117.6
2010,7,7,4,0,8058.5
2010,7,7,5,0,8141.7
2010,7,7,6,0,8543.1
2010,7,7,7,0,9152
2010,7,7,8,0,9745.9
2010,7,7,9,0,10240.3
2010,7,7,10,0,10601.2
2010,7,7,11,0,10824.5
2010,7,7,12,0,10920.5
2010,7,7,13,0,10972
2010,7,7,14,0,11012.6
2010,7,7,15,0,10972
2010,7,7,16,0,10916.5
2010,7,7,17,0,10773.8
2010,7,7,18,0,10419
2010,7,7,19,0,10202.9
2010,7,7,20,0,10057.7
2010,7,7,21,0,9999.8
2010,7,7,22,0,9650.5
2010,7,7,23,0,9088.8
2010,7,7,24,0,8504.3
2010,7,8,1,0,8112.3
2010,7,8,2,0,7850
2010,7,8,3,0,7725.2
2010,7,8,4,0,7738.9
2010,7,8,5,0,7891.7
2010,7,8,6,0,8340.6
2010,7,8,7,0,8971.2
2010,7,8,8,0,9412.8
2010,7,8,9,0,9682.7
2010,7,8,10,0,9893.1
2010,7,8,11,0,10004.8
2010,7,8,12,0,10088.7
2010,7,8,13,0,10217.6
2010,7,8,14,0,10255.2
2010,7,8,15,0,10291.8
2010,7,8,16,0,10273
2010,7,8,17,0,10185.2
2010,7,8,18,0,9809.4
2010,7,8,19,0,9466.1
2010,7,8,20,0,9257.8
2010,7,8,21,0,9263.3
2010,7,8,22,0,8979.7
2010,7,8,23,0,8477.1
2010,7,8,24,0,7946.6
2010,7,9,1,0,7557.2
2010,7,9,2,0,7276.9
2010,7,9,3,0,7128.8
2010,7,9,4,0,7101.7
2010,7,9,5,0,7239.4
2010,7,9,6,0,7768.6
2010,7,9,7,0,8457.5
2010,7,9,8,0,8998.3
2010,7,9,9,0,9451.5
2010,7,9,10,0,9778.5
2010,7,9,11,0,9964.7
2010,7,9,12,0,10043.7
2010,7,9,13,0,10089.6
2010,7,9,14,0,10144.5
2010,7,9,15,0,10167.6
2010,7,9,16,0,10160.2
2010,7,9,17,0,10015.7
2010,7,9,18,0,9565.4
2010,7,9,19,0,9215.6
2010,7,9,20,0,8900
2010,7,9,21,0,8816.5
2010,7,9,22,0,8523.7
2010,7,9,23,0,8111.1
2010,7,9,24,0,7626.9
2010,7,10,1,0,7255.8
2010,7,10,2,0,6981.4
2010,7,10,3,0,6805.7
2010,7,10,4,0,6697.5
2010,7,10,5,0,6638.9
2010,7,10,6,0,6742.7
2010,7,10,7,0,7116.2
2010,7,10,8,0,7533.4
2010,7,10,9,0,7903.4
2010,7,10,10,0,8177.1
2010,7,10,11,0,8293.4
2010,7,10,12,0,8341.5
2010,7,10,13,0,8246.7
2010,7,10,14,0,8165.5
2010,7,10,15,0,8074.2
2010,7,10,16,0,7999.1
2010,7,10,17,0,7937
2010,7,10,18,0,7901.5
2010,7,10,19,0,7819.9
2010,7,10,20,0,7812.4
2010,7,10,21,0,7850.1
2010,7,10,22,0,7674.2
2010,7,10,23,0,7392.8
2010,7,10,24,0,7026.5
2010,7,11,1,0,6696.5
2010,7,11,2,0,6453
2010,7,11,3,0,6283
2010,7,11,4,0,6175.4
2010,7,11,5,0,6089.6
2010,7,11,6,0,6142.7
2010,7,11,7,0,6418.4
2010,7,11,8,0,6789.1
2010,7,11,9,0,7191.8
2010,7,11,10,0,7601.8
2010,7,11,11,0,7887.5
2010,7,11,12,0,8070.4
2010,7,11,13,0,8190.1
2010,7,11,14,0,8267.3
2010,7,11,15,0,8297.5
2010,7,11,16,0,8222.9
2010,7,11,17,0,8157.9
2010,7,11,18,0,8099.6
2010,7,11,19,0,8065.7
2010,7,11,20,0,8135.1
2010,7,11,21,0,8313.2
2010,7,11,22,0,8201.9
2010,7,11,23,0,7850.9
2010,7,11,24,0,7436.9
2010,7,12,1,0,7103
2010,7,12,2,0,6860.9
2010,7,12,3,0,6705.7
2010,7,12,4,0,6660.6
2010,7,12,5,0,6786.9
2010,7,12,6,0,7207.7
2010,7,12,7,0,7888.9
2010,7,12,8,0,8478.1
2010,7,12,9,0,8953.6
2010,7,12,10,0,9268.8
2010,7,12,11,0,9413.9
2010,7,12,12,0,9578.2
2010,7,12,13,0,9707.4
2010,7,12,14,0,9800.8
2010,7,12,15,0,9900.3
2010,7,12,16,0,9883.4
2010,7,12,17,0,9757.6
2010,7,12,18,0,9379.2
2010,7,12,19,0,9189.9
2010,7,12,20,0,9154.7
2010,7,12,21,0,9041.2
2010,7,12,22,0,8552.5
2010,7,12,23,0,7919.6
2010,7,12,24,0,7339.7
2010,7,13,1,0,6945.9
2010,7,13,2,0,6723.5
2010,7,13,3,0,6629.3
2010,7,13,4,0,6675.4
2010,7,13,5,0,6938
2010,7,13,6,0,7516.4
2010,7,13,7,0,8252
2010,7,13,8,0,8772
2010,7,13,9,0,9190.3
2010,7,13,10,0,9471.9
2010,7,13,11,0,9573.7
2010,7,13,12,0,9561.3
2010,7,13,13,0,9448.7
2010,7,13,14,0,9462.7
2010,7,13,15,0,9565.5
2010,7,13,16,0,9628.4
2010,7,13,17,0,9618.3
2010,7,13,18,0,9308.5
2010,7,13,19,0,9103.3
2010,7,13,20,0,9002.4
2010,7,13,21,0,8892.2
2010,7,13,22,0,8571.1
2010,7,13,23,0,8041.3
2010,7,13,24,0,7468.3
2010,7,14,1,0,7083.5
2010,7,14,2,0,6861.1
2010,7,14,3,0,6747.8
2010,7,14,4,0,6751.7
2010,7,14,5,0,6976.5
2010,7,14,6,0,7503.8
2010,7,14,7,0,8101.3
2010,7,14,8,0,8536.7
2010,7,14,9,0,8835.8
2010,7,14,10,0,9024.5
2010,7,14,11,0,9169.1
2010,7,14,12,0,9315.2
2010,7,14,13,0,9402.7
2010,7,14,14,0,9442.4
2010,7,14,15,0,9376.4
2010,7,14,16,0,9294.8
2010,7,14,17,0,9187.6
2010,7,14,18,0,8831.5
2010,7,14,19,0,8621.3
2010,7,14,20,0,8502.6
2010,7,14,21,0,8454.8
2010,7,14,22,0,8171.8
2010,7,14,23,0,7635.7
2010,7,14,24,0,7086.6
2010,7,15,1,0,6719.7
2010,7,15,2,0,6483.9
2010,7,15,3,0,6337.3
2010,7,15,4,0,6319
2010,7,15,5,0,6512.7
2010,7,15,6,0,7030.6
2010,7,15,7,0,7658.3
2010,7,15,8,0,8157.8
2010,7,15,9,0,8509.2
2010,7,15,10,0,8734.2
2010,7,15,11,0,9008.1
2010,7,15,12,0,9185.3
2010,7,15,13,0,9353.3
2010,7,15,14,0,9486.7
2010,7,15,15,0,9584.2
2010,7,15,16,0,9667.6
2010,7,15,17,0,9580.1
2010,7,15,18,0,9201.4
2010,7,15,19,0,8831.9
2010,7,15,20,0,8609.7
2010,7,15,21,0,8509.3
2010,7,15,22,0,8181.3
2010,7,15,23,0,7692.4
2010,7,15,24,0,7165.7
2010,7,16,1,0,6812.5
2010,7,16,2,0,6614
2010,7,16,3,0,6491.4
2010,7,16,4,0,6484.2
2010,7,16,5,0,6694.9
2010,7,16,6,0,7219.9
2010,7,16,7,0,7857.8
2010,7,16,8,0,8490
2010,7,16,9,0,9071.4
2010,7,16,10,0,9509.7
2010,7,16,11,0,9838.2
2010,7,16,12,0,10076.7
2010,7,16,13,0,10253.4
2010,7,16,14,0,10306.1
2010,7,16,15,0,10387.5
2010,7,16,16,0,10448.9
2010,7,16,17,0,10358.3
2010,7,16,18,0,9989
2010,7,16,19,0,9647.3
2010,7,16,20,0,9418.6
2010,7,16,21,0,9295
2010,7,16,22,0,8917.3
2010,7,16,23,0,8421.3
2010,7,16,24,0,7876
2010,7,17,1,0,7457
2010,7,17,2,0,7154.1
2010,7,17,3,0,6941.6
2010,7,17,4,0,6788
2010,7,17,5,0,6700.4
2010,7,17,6,0,6770.1
2010,7,17,7,0,7101.9
2010,7,17,8,0,7586.3
2010,7,17,9,0,8026.3
2010,7,17,10,0,8394.3
2010,7,17,11,0,8668.2
2010,7,17,12,0,8822.2
2010,7,17,13,0,8860.8
2010,7,17,14,0,8909.2
2010,7,17,15,0,8914.7
2010,7,17,16,0,8932.5
2010,7,17,17,0,8868
2010,7,17,18,0,8726.3
2010,7,17,19,0,8574.8
2010,7,17,20,0,8532.4
2010,7,17,21,0,8556.2
2010,7,17,22,0,8374.3
2010,7,17,23,0,8061.6
2010,7,17,24,0,7679.6
2010,7,18,1,0,7356.4
2010,7,18,2,0,7091.9
2010,7,18,3,0,6902.8
2010,7,18,4,0,6801.7
2010,7,18,5,0,6711.1
2010,7,18,6,0,6707.1
2010,7,18,7,0,6978.7
2010,7,18,8,0,7406.6
2010,7,18,9,0,7851.1
2010,7,18,10,0,8280.4
2010,7,18,11,0,8600.1
2010,7,18,12,0,8743.7
2010,7,18,13,0,8795.5
2010,7,18,14,0,8834.2
2010,7,18,15,0,8910.3
2010,7,18,16,0,8979.2
2010,7,18,17,0,8987
2010,7,18,18,0,8864
2010,7,18,19,0,8727.2
2010,7,18,20,0,8768.4
2010,7,18,21,0,8876.8
2010,7,18,22,0,8707.6
2010,7,18,23,0,8317
2010,7,18,24,0,7886.3
2010,7,19,1,0,7539.9
2010,7,19,2,0,7289.1
2010,7,19,3,0,7168.6
2010,7,19,4,0,7168.7
2010,7,19,5,0,7333.7
2010,7,19,6,0,7783.3
2010,7,19,7,0,8555.7
2010,7,19,8,0,9165.7
2010,7,19,9,0,9389.8
2010,7,19,10,0,9503.6
2010,7,19,11,0,9721.4
2010,7,19,12,0,9996.9
2010,7,19,13,0,10270.2
2010,7,19,14,0,10495.2
2010,7,19,15,0,10689.9
2010,7,19,16,0,10793.3
2010,7,19,17,0,10751.5
2010,7,19,18,0,10348.6
2010,7,19,19,0,9862.4
2010,7,19,20,0,9575.1
2010,7,19,21,0,9436.7
2010,7,19,22,0,9064
2010,7,19,23,0,8532.2
2010,7,19,24,0,7971.7
2010,7,20,1,0,7573.6
2010,7,20,2,0,7267
2010,7,20,3,0,7091.2
2010,7,20,4,0,7053.8
2010,7,20,5,0,7214.5
2010,7,20,6,0,7674.3
2010,7,20,7,0,8304.4
2010,7,20,8,0,8885.4
2010,7,20,9,0,9320.1
2010,7,20,10,0,9648.4
2010,7,20,11,0,9809
2010,7,20,12,0,9864.2
2010,7,20,13,0,9846.9
2010,7,20,14,0,9916.7
2010,7,20,15,0,10093.1
2010,7,20,16,0,10177.8
2010,7,20,17,0,10086
2010,7,20,18,0,9669.4
2010,7,20,19,0,9379.9
2010,7,20,20,0,9284.1
2010,7,20,21,0,9233.1
2010,7,20,22,0,8898.2
2010,7,20,23,0,8372
2010,7,20,24,0,7810.3
2010,7,21,1,0,7427.9
2010,7,21,2,0,7176.9
2010,7,21,3,0,7045.1
2010,7,21,4,0,7023.1
2010,7,21,5,0,7213.4
2010,7,21,6,0,7742.2
2010,7,21,7,0,8487.3
2010,7,21,8,0,9158
2010,7,21,9,0,9674.9
2010,7,21,10,0,10046
2010,7,21,11,0,10299.4
2010,7,21,12,0,10441.8
2010,7,21,13,0,10582.6
2010,7,21,14,0,10685.1
2010,7,21,15,0,10745
2010,7,21,16,0,10807.1
2010,7,21,17,0,10742.7
2010,7,21,18,0,10373.8
2010,7,21,19,0,9998.3
2010,7,21,20,0,9746.8
2010,7,21,21,0,9564.9
2010,7,21,22,0,9114.9
2010,7,21,23,0,8475.9
2010,7,21,24,0,7876
2010,7,22,1,0,7441.6
2010,7,22,2,0,7105.7
2010,7,22,3,0,6904.3
2010,7,22,4,0,6851.5
2010,7,22,5,0,6989
2010,7,22,6,0,7449.6
2010,7,22,7,0,8133.8
2010,7,22,8,0,8618.5
2010,7,22,9,0,9018.4
2010,7,22,10,0,9304.2
2010,7,22,11,0,9479.5
2010,7,22,12,0,9571.1
2010,7,22,13,0,9635.6
2010,7,22,14,0,9671
2010,7,22,15,0,9627.5
2010,7,22,16,0,9735.6
2010,7,22,17,0,9667.5
