PUMA,2005_MHI,2005_MGR,2005_MHV,2005_RMB,2005_OCC,2005_EDU,2005_UTF,2005_WHT,2005_NDX,2006_MHI,2006_MGR,2006_MHV,2006_RMB,2006_OCC,2006_EDU,2006_UTF,2006_WHT,2006_NDX,2007_MHI,2007_MGR,2007_MHV,2007_RMB,2007_OCC,2007_EDU,2007_UTF,2007_WHT,2007_NDX,2008_MHI,2008_MGR,2008_MHV,2008_RMB,2008_OCC,2008_EDU,2008_UTF,2008_WHT,2008_NDX,2009_MHI,2009_MGR,2009_MHV,2009_RMB,2009_OCC,2009_EDU,2009_UTF,2009_WHT,2009_NDX,2010_MHI,2010_MGR,2010_MHV,2010_RMB,2010_OCC,2010_EDU,2010_UTF,2010_WHT,2010_NDX,2011_MHI,2011_MGR,2011_MHV,2011_RMB,2011_OCC,2011_EDU,2011_UTF,2011_WHT,2011_NDX,trend_MHI,trend_MGR,trend_MHV,trend_RMB,trend_OCC,trend_EDU,trend_UTF,trend_WHT,trend_NDX,NAME
3701,43000,890,225000,0.316899295,0.202510418,0.380973676,0.468187824,0.36389877,-0.349338918,58000,930,625000,0.278522152,0.251855722,0.445598515,0.451507999,0.416096137,-0.073153132,60759.10588,971.4516129,625000,0.288012904,0.248072614,0.406832736,0.450143782,0.376664961,-0.11202439,70000,1040,1.00E+06,0.323312395,0.229471261,0.471139819,0.495234545,0.392226148,0.414625993,60189.06516,1032.678049,432846.89,0.294375118,0.268067755,0.479498123,0.446792295,0.419421527,-0.106245599,55000,1110,5.00E+05,0.294156008,0.252335677,0.469629317,0.451191448,0.375477908,-0.107595915,59453.125,1149.620853,5.00E+05,0.330711819,0.209836477,0.48695585,0.461756155,0.338491109,-0.062188408,16453.125,259.6208531,275000,0.013812524,0.00732606,0.105982174,-0.006431669,-0.025407661,0.28715051,"Riverdale, Fieldston & Kingsbridge"
3702,40540.4878,860,350000,0.303926352,0.189350697,0.249735741,0.494940313,0.074027878,-0.524352017,44676.44628,929.7297297,450000,0.369480216,0.191600482,0.284160251,0.545731914,0.082236264,-0.142670307,46431.8408,950,450000,0.287878472,0.214598442,0.305548622,0.523398658,0.085762472,-0.333949488,50000,990,442295.1542,0.365142131,0.207836913,0.313723874,0.48924709,0.079805142,-0.293915945,48000,1020,450000,0.34011223,0.210270522,0.339829418,0.493058978,0.076618203,-0.324808978,44620.37915,1020,396743.4211,0.337816323,0.181096565,0.317380022,0.503885066,0.075784302,-0.38779395,44656.60377,1100.26087,385000,0.28680203,0.188257573,0.339963657,0.506283375,0.066112941,-0.438296539,4116.115969,240.2608696,35000,-0.017124321,-0.001093124,0.090227917,0.011343062,-0.007914937,0.086055477,"Wakefield, Williamsbridge & Woodlawn"
3703,45000,780,350000,0.267761669,0.202020726,0.31812948,0.383097686,0.453449653,-0.581249994,53963.72093,870,450000,0.269252758,0.183525694,0.322982402,0.410093474,0.446745952,-0.401679965,52832.29167,865.8333333,450000,0.220685021,0.183087281,0.348036989,0.413668073,0.46224854,-0.515078844,55223.07692,1004.294872,350000,0.2820492,0.20492702,0.345396766,0.417177756,0.392893853,-0.4147807,50000,1000,370267.6056,0.245488481,0.181201744,0.372344037,0.423570067,0.385548776,-0.545759972,51246.98795,1057.904192,4.00E+05,0.2790068,0.19376992,0.360672505,0.365266071,0.376736286,-0.51867519,59000,1100,4.00E+05,0.285461456,0.188098668,0.42737046,0.420811055,0.366236155,-0.315766318,14000,320,50000,0.017699788,-0.013922058,0.10924098,0.037713369,-0.087213498,0.265483676,"Co-op City, Pelham Bay & Schuylerville"
3704,44884.95575,865.8152174,350000,0.386587055,0.180768546,0.318421878,0.490365623,0.298551241,-0.178628641,46131.4433,900,450000,0.311217982,0.153868322,0.262499177,0.471057572,0.335081681,-0.363334042,45000,990,450000,0.358252387,0.178408339,0.313057034,0.496897931,0.304671999,-0.150525955,45012.45421,950,5.00E+05,0.391494887,0.147677902,0.319737639,0.477430329,0.270315002,-0.269691234,53000,1015.026738,525000,0.355211962,0.166648265,0.325559937,0.439771293,0.295063091,-0.318839511,48119.25134,1050,450000,0.342796387,0.175682559,0.329123851,0.492727728,0.267113486,-0.263936643,44561.29032,1090,5.00E+05,0.3480842,0.17334353,0.330233361,0.461879389,0.259114905,-0.34699279,-323.6654296,224.1847826,150000,-0.038502855,-0.007425017,0.011811483,-0.028486234,-0.039436336,-0.168364149,"Pelham Parkway, Morris Park & Laconia"
3705,20000,660,350000,0.395271772,0.103551918,0.168408082,0.619189049,0.036658761,-0.515069218,21518.57506,690.1318681,1.00E+06,0.355538356,0.093471772,0.13950611,0.618287456,0.040096686,-0.162783055,25000,771.5748031,1.00E+06,0.364504297,0.099562725,0.17671752,0.595394034,0.045988404,-0.117590334,24239.70037,790,1.00E+06,0.354981457,0.098535948,0.218843137,0.595993464,0.032104575,-0.231177667,27186.01134,800.261194,1.00E+06,0.351753735,0.109592508,0.202200642,0.593520628,0.04313365,-0.155074528,22750.90253,802.4850299,1.00E+06,0.376278431,0.105199697,0.185283479,0.593210437,0.040927567,-0.178592346,24579.24528,885.1914894,1.00E+06,0.357951282,0.118861293,0.187747277,0.599738562,0.045780683,-0.152825593,4579.245283,225.1914894,650000,-0.03732049,0.015309374,0.019339194,-0.019450487,0.009121922,0.362243625,"Belmont, Crotona Park East & East Tremont"
3706,27000,850,350000,0.466422248,0.131941545,0.232853533,0.585781782,0.087711973,-0.177480296,30000,910,4361887.713,0.343241403,0.146590955,0.262662455,0.575190947,0.074147239,-0.160904065,30000,899.3717277,625000,0.397921374,0.141906054,0.263995397,0.571865368,0.071762627,-0.238467955,34100.56818,980,583232.6284,0.424611045,0.125213821,0.25934705,0.553744522,0.102023362,-0.255695743,32214.83871,990,537623.3184,0.371355576,0.115326753,0.229187455,0.57116102,0.070178536,-0.398157444,33668.15642,1030,1.00E+06,0.345645111,0.112223998,0.245636581,0.550212448,0.07300343,-0.076449746,30306.51341,1068.103704,658987.3418,0.350959911,0.151970268,0.275964769,0.563469436,0.113464345,-0.356193946,3306.51341,218.1037037,308987.3418,-0.115462337,0.020028723,0.043111237,-0.022312346,0.025752372,-0.17871365,"Bedford Park, Fordham North & Norwood"
3707,16696.26556,780,417632.8502,0.37933066,0.105797936,0.155097656,0.610997276,0.02195618,-0.489881484,21636.20513,820,1.00E+06,0.344021655,0.101800927,0.165513376,0.594694366,0.007681961,-0.149528855,25200,860,1.00E+06,0.353078145,0.102764963,0.200692015,0.567684305,0.013329411,-0.143220965,29000.67797,900,1.00E+06,0.381995192,0.118302013,0.21818456,0.627698241,0.012007174,-0.022748103,33795.65217,920,1.00E+06,0.331740048,0.104066884,0.204693919,0.580364689,0.01208861,-0.158591234,28371.81818,1000,1.00E+06,0.376613649,0.101908098,0.201155796,0.593446548,0.01619149,-0.055078189,27840.31008,980.791019,1.00E+06,0.323144657,0.085360031,0.197957387,0.550819134,0.016166333,-0.300552387,11144.04452,200.791019,582367.1498,-0.056186003,-0.020437905,0.042859732,-0.060178142,-0.005789846,0.189329097,"Morris Heights, Fordham South & Mount Hope"
3708,20000,750,162500,0.328665084,0.11366355,0.172750615,0.571144483,0.004586772,-0.831943084,26212.39544,780,1.00E+06,0.338542202,0.111734617,0.206529261,0.544674289,0.010275312,-0.199863872,21941.80602,855.4,1.00E+06,0.386650211,0.101047893,0.164752935,0.594009375,0.010980662,-0.073832308,25929.16129,890,1.00E+06,0.406700679,0.095106773,0.241058924,0.580249498,0.019520929,-0.072428769,31997.55501,890,1.00E+06,0.354058652,0.099783856,0.232106086,0.570144436,0.019423714,-0.125915622,27192.41379,960,6.00E+05,0.333432931,0.118754906,0.218321444,0.540175433,0.004041094,-0.638589509,23646.12326,950,1.00E+06,0.334162757,0.106391837,0.199058654,0.546276956,0.013118155,-0.303129171,3646.12326,200,837500,0.005497674,-0.007271713,0.026308039,-0.024867527,0.008531384,0.528813913,"Concourse, Highbridge & Mount Eden"
3709,32889.23077,793.4196891,350000,0.369100938,0.156640049,0.259030077,0.529161682,0.062457917,-0.443332245,35400,850,350000,0.366096525,0.132563451,0.238565425,0.538741726,0.026311996,-0.400219092,33000,844.5762712,450000,0.370110829,0.122884182,0.231876221,0.504563617,0.038840318,-0.50583312,40000,900,4.00E+05,0.312457392,0.148520894,0.255215967,0.506279867,0.035957346,-0.625049202,32344.52055,920,4.00E+05,0.380113142,0.123597842,0.278385152,0.514007901,0.03018265,-0.491574148,39720.76677,970,4.00E+05,0.429411011,0.129245716,0.273807702,0.530643469,0.025731116,-0.337590568,39000,1050,4.00E+05,0.356760194,0.12146871,0.270848821,0.516891153,0.023286833,-0.493274052,6110.769231,256.5803109,50000,-0.012340744,-0.035171339,0.011818744,-0.012270528,-0.039171085,-0.049941806,"Castle Hill, Clason Point & Parkchester"
3710,14300,540,450000,0.383324626,0.079168426,0.110206874,0.597097061,0.017462767,-0.696107661,40000,630,1.00E+06,0.236076053,0.086651528,0.167090933,0.579484806,0.014926453,-0.422560016,39263.24786,650,1.00E+06,0.268759546,0.090819879,0.158425886,0.579756656,0.018015449,-0.369990267,30000,658.2758621,1.00E+06,0.294902129,0.070248015,0.154370966,0.615632121,0.023363473,-0.46197718,30000,700,1.00E+06,0.27923331,0.080823214,0.158275509,0.591330232,0.027558745,-0.438997772,36834.86239,748.5185185,1.00E+06,0.278232922,0.102715655,0.189412141,0.587412141,0.020070288,-0.318530516,27659.45946,700,1.00E+06,0.294956978,0.07798102,0.168259298,0.598414145,0.018586897,-0.407357231,13359.45946,160,550000,-0.088367648,-0.001187406,0.058052424,0.001317085,0.00112413,0.28875043,"Hunts Point, Longwood & Melrose"
3801,30575,820,625000,0.301640785,0.185176795,0.319608843,0.527958694,0.143078288,-0.274195899,35085.0237,850,625000,0.310808601,0.17572116,0.30911833,0.481459316,0.143863261,-0.460030797,38400,880,1.00E+06,0.303245987,0.188183216,0.352997922,0.488101624,0.173618468,-0.017793254,39244.59459,930,7.00E+05,0.288566911,0.188959441,0.368512502,0.463265407,0.155793463,-0.534057797,38189.78723,990,7.00E+05,0.301694635,0.233910986,0.37736094,0.508260886,0.192851785,-0.331656024,46350.34483,1043.333333,742485.5491,0.280234402,0.213177011,0.379136074,0.479852766,0.189860167,-0.362002433,44499.15966,1080,1058741.259,0.333573575,0.217345227,0.387727461,0.500197224,0.159147614,-0.230559,13924.15966,260,433741.2587,0.03193279,0.032168432,0.068118618,-0.027761471,0.016069325,0.043636899,"Washington Heights, Inwood & Marble Hill"
3802,26000,730,414933.9207,0.380250204,0.240698098,0.413257822,0.455746508,0.223841319,-0.300975076,42476.31579,793.2485323,1.00E+06,0.252364612,0.255007112,0.419935255,0.518859441,0.269378546,0.129180403,48666.08,900.1568627,1.00E+06,0.320329542,0.312244617,0.465704054,0.486287743,0.274069143,0.36731319,50103.4375,1007.553957,1.00E+06,0.315082517,0.243923962,0.424326819,0.509796143,0.237698149,0.204103602,49097.34513,1036.188235,1.00E+06,0.303195591,0.257454081,0.460218608,0.575397213,0.25079067,0.398820826,60663.73626,1040,1.00E+06,0.292158138,0.288213949,0.504710066,0.554495972,0.277843095,0.524462319,56000,1004.505119,1.00E+06,0.29509149,0.240626692,0.500761705,0.555026894,0.261160247,0.365283253,30000,274.5051195,585066.0793,-0.085158714,-7.14E-05,0.087503884,0.099280386,0.037318928,0.666258329,"Hamilton Heights, Manhattanville & West Harlem"
3803,28410.30303,650,450000,0.35474907,0.19549528,0.305231564,0.549912779,0.041874743,-0.396334922,28000,630,625000,0.380453612,0.197068859,0.309336133,0.506515058,0.065540043,-0.423087153,32000,710,1.00E+06,0.333828232,0.188181389,0.3286045,0.507982409,0.079687913,-0.455015434,32000,720,8.00E+05,0.386976243,0.228746177,0.342253465,0.52486596,0.109885222,-0.321190528,32356.75676,752.1292776,840093.985,0.394867246,0.239229637,0.431100752,0.53047105,0.134510958,-0.171584556,35000,799.2071611,750000,0.382154572,0.230511098,0.397721261,0.511887184,0.118271759,-0.291174919,35125.66265,867.7638191,733454.5455,0.375245147,0.207565981,0.386494067,0.489762337,0.107450879,-0.367760438,6715.35962,217.7638191,283454.5455,0.020496077,0.012070702,0.081262503,-0.060150442,0.065576135,0.028574483,Central Harlem
3804,25865.30612,603.1186441,875000,0.329505978,0.155723097,0.287783076,0.531216467,0.115040449,-0.250575556,34900,560.6969697,1.00E+06,0.326269995,0.140235238,0.237172381,0.542714091,0.109963769,-0.184356076,34217.26027,600,1.00E+06,0.31130826,0.143846388,0.268153711,0.503264745,0.103870761,-0.2840685,36328.05281,640,1.00E+06,0.307497602,0.166806007,0.315329526,0.521776509,0.120500363,-0.27414247,32020.12195,730,1.00E+06,0.306617146,0.171354011,0.33085007,0.533695978,0.140937704,-0.159442899,30500,781.9791667,1.00E+06,0.354078018,0.177495152,0.348701106,0.523470939,0.132806904,-0.058568064,34103.19149,840,1.00E+06,0.291255428,0.164975974,0.31470336,0.515434645,0.111375366,-0.224599456,8237.885367,236.8813559,125000,-0.03825055,0.009252878,0.026920285,-0.015781822,-0.003665083,0.0259761,East Harlem
3805,82196.77419,1515.2,875000,0.448975566,0.497613411,0.750639778,0.381140195,0.821959495,1.650880335,102000,1577.573529,1.00E+06,0.436832106,0.499787834,0.738588515,0.37977198,0.81614791,1.508828459,101946.6151,1670,1.00E+06,0.434117607,0.506534929,0.750572837,0.396481403,0.822479974,1.487715492,107479.4811,1780,1100000,0.428502162,0.465197396,0.720347595,0.39271996,0.810954079,1.375843027,102000,1750,1.00E+06,0.446258631,0.483033872,0.762781719,0.394220626,0.823001328,1.399944397,1.00E+05,1776.755556,1000746.702,0.45360816,0.479365326,0.737253038,0.425749001,0.776812734,1.423779446,115000,1800,1200000,0.452347647,0.489741068,0.740819951,0.412009013,0.812594283,1.421433977,32803.22581,284.8,325000,0.003372081,-0.007872343,-0.009819828,0.030868818,-0.009365212,-0.229446358,Upper East Side
3806,82153.71901,1200,875000,0.401619172,0.500512408,0.707937055,0.372238025,0.716619257,1.288296579,92322.91667,1360,1.00E+06,0.370245431,0.4540316,0.658140425,0.38499947,0.723581022,1.027195192,88000,1560,1.00E+06,0.378931057,0.500699529,0.694137947,0.391409784,0.75864851,1.138744705,108000,1575.421801,1100000,0.365330788,0.477503705,0.669687025,0.389024695,0.723716628,1.057777664,110000,1767.612613,1.00E+06,0.402289312,0.479521656,0.701025559,0.392128622,0.726931955,1.240390892,90000,1474.945055,1100000,0.386951462,0.464567087,0.704761571,0.413489868,0.679740687,0.986892027,94094.80519,1750,9.00E+05,0.384134439,0.475518586,0.706460696,0.431443259,0.692010023,1.085319901,11941.08619,550,25000,-0.017484732,-0.024993821,-0.001476359,0.059205234,-0.024609234,-0.202976678,Upper West Side & West Side
3807,70000,1545.342466,875000,0.500817446,0.471793818,0.72340691,0.424615904,0.649656094,1.64598952,82868,1442.9,1.00E+06,0.467831767,0.49086977,0.711632476,0.400983841,0.642755974,1.314447351,95000,1378.428571,1.00E+06,0.426441926,0.478937894,0.752722772,0.372157216,0.698987399,1.155663157,94307.8534,1600,1737216.339,0.393429692,0.48356226,0.719904508,0.372791752,0.615084939,1.057909939,95639.36782,1660,1100000,0.434306488,0.497667375,0.720186882,0.436876524,0.638996598,1.275701319,88169.03553,1628.639241,1.00E+06,0.469550588,0.499475028,0.728310485,0.451140417,0.634992144,1.307798987,89907.7381,1800,1330331.754,0.500543604,0.507045019,0.736448244,0.452599539,0.639381974,1.390159322,19907.7381,254.6575342,455331.7536,-0.000273842,0.035251202,0.013041334,0.027983634,-0.01027412,-0.255830197,"Chelsea, Clinton & Midtown Business District"
3808,90000,1500,625000,0.474421287,0.531619275,0.812845224,0.428128725,0.721879789,1.702763114,94000,1542.3125,875000,0.423697024,0.530722154,0.760969112,0.404859961,0.762351501,1.479918085,102000,1801.857708,875000,0.456709306,0.500959135,0.770881088,0.43271861,0.738872999,1.635646012,110000,1796.375839,8.00E+05,0.444889121,0.533190334,0.811589637,0.378865167,0.773878071,1.540871073,1.00E+05,1858.413926,8.00E+05,0.41875194,0.492169534,0.803775839,0.435339235,0.766158768,1.458120815,90000,1832.713178,8.00E+05,0.476448484,0.502547099,0.798465537,0.495067796,0.698477255,1.600102955,1.00E+05,1957.329843,8.00E+05,0.474846582,0.550064019,0.813324071,0.510563093,0.747037431,1.727303362,10000,457.3298429,175000,0.000425296,0.018444744,0.000478847,0.082434368,0.025157642,0.024540248,"Murray Hill, Gramercy & Stuyvesant Town"
3809,29000,640,625000,0.295318732,0.280228521,0.391846841,0.423994688,0.294760067,-0.357164074,42560.36866,790.8922559,1.00E+06,0.312838452,0.274817635,0.420743366,0.431020852,0.345548946,-0.212755359,37238.08594,730,1.00E+06,0.331712951,0.246467763,0.386179616,0.406276825,0.314166067,-0.387286992,49500,730,1.00E+06,0.300087974,0.25791113,0.382647623,0.412237381,0.303731732,-0.122559377,49312.90323,880,1500000,0.316548163,0.28269453,0.445164639,0.447660947,0.346010541,-0.180511822,46494.87179,920,9.00E+05,0.338832165,0.311632844,0.469534523,0.459767733,0.337459881,-0.082263067,49765.91928,876.4988558,1.00E+06,0.302350241,0.267823671,0.428426846,0.414527227,0.303647677,-0.005799433,20765.91928,236.4988558,375000,0.007031508,-0.01240485,0.036580005,-0.009467461,0.00888761,0.351364641,Chinatown & Lower East Side
3810,96778.60963,1743.532934,875000,0.534363406,0.530606798,0.750943713,0.439712959,0.714186577,2.14573296,100479.2517,1700,1.00E+06,0.444565441,0.478108962,0.702953472,0.465737688,0.713808925,1.636166371,117949.5495,1857.993243,1.00E+06,0.45525768,0.471873814,0.718508915,0.455914271,0.724454346,1.71939567,136000,2000.451128,2.00E+06,0.41852013,0.499349669,0.716200759,0.469447513,0.774083491,1.791640616,120000,2060,1500000,0.429171574,0.519175999,0.76201489,0.473336331,0.7355261,1.765976265,105000,2180,1100000,0.549626087,0.5190421,0.768293524,0.513281175,0.729415904,2.046550833,130000,2209.383378,1500000,0.470938221,0.52120465,0.777281364,0.542453569,0.75535139,2.026783731,33221.39037,465.8504439,625000,-0.063425186,-0.009402148,0.026337652,0.10274061,0.041164814,-0.118949229,"Battery Park City, Greenwich Village & Soho"
3901,79256.55172,1075.912052,450000,0.300562165,0.203562966,0.351766136,0.449508281,0.887383516,0.301677277,79818.42105,1044.878049,625000,0.290545467,0.196537597,0.371808917,0.461495886,0.844756753,0.24863057,79000,1058.628319,625000,0.274594613,0.208313577,0.403855272,0.40967891,0.839868208,0.102164911,88351.38889,1030,5.00E+05,0.269277633,0.191718207,0.381997097,0.443761254,0.844662182,0.024259596,77444,1229.23913,5.00E+05,0.284166827,0.194777878,0.396840573,0.426917431,0.871235767,0.079934836,88215.09434,1204.402439,470335.5705,0.238683197,0.218428316,0.424864275,0.437250917,0.834054169,0.164422219,85000,1200,450000,0.218784437,0.218497629,0.406637844,0.426361422,0.842438615,0.011520307,5743.448276,124.0879479,0,-0.081777728,0.014934663,0.054871708,-0.023146859,-0.044944901,-0.29015697,"Tottenville, Great Kills & Annadale"
3902,57904.69484,953.4915254,450000,0.358008693,0.205503375,0.338205481,0.465311577,0.769136149,0.181618741,70000,1000,450000,0.323671593,0.193831249,0.345702731,0.425936862,0.745737118,0.094947917,74000,1000.346535,450000,0.278526279,0.210056307,0.385218674,0.415122445,0.803856581,0.026254989,79756.19048,1114.613181,485404.2553,0.268508522,0.194698727,0.377550446,0.421254306,0.767686142,-0.061174158,78000,1150,5.00E+05,0.295801247,0.189935432,0.381941024,0.425740531,0.70925248,-0.021195521,75500,1111.875,460000,0.213503109,0.199785744,0.424022271,0.413520731,0.695304484,-0.143876993,72418.45238,1047.701778,450000,0.223430791,0.23023055,0.428500624,0.395173153,0.726569245,-0.203249743,14513.75755,94.21025296,0,-0.134577901,0.024727175,0.090295143,-0.070138424,-0.042566904,-0.384868484,New Springville & South Beach
3903,52224,957.0738636,350000,0.386989425,0.202945598,0.331113254,0.497673109,0.437940597,0.033825691,60000,950,450000,0.352167641,0.1975239,0.326085149,0.513193991,0.420931061,0.067039177,65010.2439,1060,450000,0.358079529,0.178102982,0.334246485,0.522671736,0.429957593,0.125484824,60020.26144,1070,4.00E+05,0.410539197,0.18028103,0.345835333,0.501629482,0.428364156,0.084086641,56533.61345,986.6666667,4.00E+05,0.321302578,0.189445325,0.342544457,0.497924987,0.422153551,-0.18611099,65807.32484,1090,4.00E+05,0.31141874,0.20060861,0.359859659,0.491769799,0.413773441,-0.070111676,58737.5,1100,375000,0.286040161,0.174006432,0.357008817,0.516337643,0.362315159,-0.198455927,6513.5,142.9261364,25000,-0.100949265,-0.028939166,0.025895563,0.018664533,-0.075625438,-0.232281618,"Port Richmond, Stapleton & Mariner's Harbor"
4001,30376.82243,800,625000,0.336070893,0.183236045,0.287987961,0.556351088,0.586867627,0.021639705,32821.68224,830,625000,0.346560504,0.181254108,0.308947513,0.52119743,0.63621266,-0.087507837,41315.61644,963.8575668,665094.3396,0.331289473,0.198689375,0.406307383,0.555957541,0.611898017,0.120473997,40000,1018.299492,750000,0.415962249,0.19047619,0.335150956,0.587038745,0.635900726,0.232412777,42000,1080,781333.3333,0.410097383,0.247628002,0.375256578,0.59368137,0.629953924,0.380984593,42324.04692,1060,6.00E+05,0.384398674,0.233084145,0.412314988,0.587070014,0.607399106,0.285273357,50000,1200,658785.7143,0.439045582,0.274432243,0.451412132,0.596643246,0.649491024,0.581297076,19623.17757,400,33785.71429,0.102974689,0.091196197,0.163424172,0.040292158,0.062623396,0.559657372,Greenpoint & Williamsburg
4002,24000,778.6440678,450000,0.456559525,0.089826596,0.147775598,0.581937477,0.039975005,-0.330330438,28000,840,625000,0.393646308,0.109139122,0.153629776,0.566538514,0.045433663,-0.413892976,36801.34831,928.6029412,625000,0.417976482,0.127079507,0.207724049,0.593742076,0.077601641,-0.159315913,35170.23529,996.8240343,6.00E+05,0.456077931,0.134901709,0.232416574,0.564803339,0.066654638,-0.176532492,31252.63158,1050,6.00E+05,0.455312212,0.119889392,0.228873683,0.604451001,0.08984291,-0.093663392,40183.29177,1059.326599,532677.8243,0.366104557,0.137541812,0.250757953,0.610454772,0.090868977,-0.219678511,34000,1130,5.00E+05,0.384128043,0.127324987,0.284948638,0.598258151,0.103754556,-0.208990293,10000,351.3559322,50000,-0.072431482,0.037498391,0.137173039,0.016320674,0.063779552,0.121340145,Bushwick
4003,30192.18182,650,450000,0.329362517,0.141726856,0.189580202,0.55323923,0.065341888,-0.573226769,31043.75,730,625000,0.406432749,0.148934881,0.261681464,0.593921396,0.110481501,-0.20419218,32000,816.7082294,625000,0.396301306,0.145451507,0.251271318,0.578423804,0.123001504,-0.240016561,40000,950,650000,0.449104422,0.161557499,0.288141482,0.579140695,0.145538608,-0.044967024,32946.31902,924.4104803,650000,0.406569405,0.150309387,0.28539843,0.554369152,0.141865379,-0.244897059,39391.46341,980,7.00E+05,0.374706187,0.161981228,0.316233357,0.541134401,0.146927852,-0.268761274,33700,945.032967,675161.2903,0.373097601,0.189415021,0.333039222,0.560130615,0.163472923,-0.24237708,3507.818182,295.032967,225161.2903,0.043735084,0.047688165,0.143459021,0.006891385,0.098131035,0.330849689,Bedford-Stuyvesant
4004,50000,870,625000,0.421284875,0.351830567,0.496360251,0.48863525,0.340238611,0.476305384,66951.21951,882.3616236,875000,0.362973377,0.368095914,0.538936054,0.514270155,0.386637742,0.479116657,88000,1086.833977,1.00E+06,0.349328113,0.364469178,0.542046233,0.498946918,0.407765411,0.603710749,65800,980,987947.9769,0.413923096,0.348601711,0.566659223,0.500738654,0.409222867,0.481212053,88200.07968,1229.606299,1.00E+06,0.389494387,0.385529434,0.57578385,0.490375802,0.453167191,0.701301894,89479.24528,1400,1300000,0.414190602,0.376769889,0.583851816,0.550568815,0.427461242,0.960318545,76936.68342,1373.79845,1500000,0.435741119,0.390911839,0.575169217,0.520759502,0.456373134,0.812189641,26936.68342,503.7984496,875000,0.014456244,0.039081273,0.078808966,0.032124252,0.116134523,0.335884257,Brooklyn Heights & Fort Greene
4005,67257.68116,1250,875000,0.438971714,0.396549855,0.564848266,0.484438223,0.645375723,1.245227632,77000,1371.24424,875000,0.440012583,0.403086683,0.568227884,0.49334218,0.600276311,1.100846018,76500,1350,1.00E+06,0.381523091,0.429302564,0.58258429,0.464715486,0.616584731,0.874182855,90000,1500,1100000,0.371216655,0.426247224,0.594480045,0.444272773,0.645728325,0.877566418,97000,1673.90411,965000,0.399852681,0.463523177,0.628173635,0.511828047,0.680474468,1.249456132,87572.84768,1633.666667,9.00E+05,0.436389427,0.44979013,0.599433101,0.507449957,0.619751166,1.184217621,83025.19481,1672.214765,1.00E+06,0.429632081,0.451168845,0.619113425,0.496513971,0.625630784,1.078898996,15767.51365,422.2147651,125000,-0.009339633,0.05461899,0.054265159,0.012075748,-0.019744938,-0.166328636,"Park Slope, Carroll Gardens & Red Hook"
4006,26200,850,625000,0.384988532,0.186782652,0.319851494,0.538288167,0.115910371,-0.104705261,39000,860,625000,0.39360688,0.203161053,0.31038013,0.538725656,0.121961207,-0.110130395,39005.72917,890,875000,0.358548141,0.202863282,0.319712594,0.544524108,0.149378904,-0.16645941,40800,970,726027.3973,0.379864619,0.215153693,0.37406494,0.520277333,0.15839676,-0.153154294,40000,947.8947368,7.00E+05,0.34656618,0.249886726,0.395871257,0.507778158,0.167439051,-0.211457372,40994.11765,1050,750000,0.369669505,0.272133539,0.431017137,0.553757671,0.189275294,0.033798401,40014.66667,1013.38255,732336.4486,0.437856702,0.250365581,0.400154927,0.523962343,0.180316336,-0.000452294,13814.66667,163.3825503,107336.4486,0.05286817,0.063582929,0.080303433,-0.014325823,0.064405965,0.104252966,Crown Heights North & Prospect Heights
4007,19719.71831,680,350000,0.408969709,0.137658452,0.199082926,0.562442462,0.002726436,-0.540487216,24146.42857,600,450000,0.320369601,0.114355856,0.169168655,0.592411062,0.010409984,-0.688663065,26617.12329,662.1403509,450000,0.297392429,0.094688126,0.149677943,0.583842498,0.00666468,-0.756003865,27820.58824,723.9004149,5.00E+05,0.395195551,0.133798597,0.192599838,0.5837563,0.004793627,-0.520028142,28092.8125,737.0779221,5.00E+05,0.319626613,0.116355681,0.231444331,0.595141358,0.009629436,-0.637773625,32000,806.3202247,623430.9623,0.295909374,0.125344054,0.197341345,0.56122635,0.003403635,-0.714767533,30008.57143,832.3015873,480000,0.349486923,0.133785391,0.213514157,0.56236815,0.010960425,-0.592879317,10288.85312,152.3015873,130000,-0.059482785,-0.003873061,0.01443123,-7.43E-05,0.008233989,-0.052392101,Brownsville & Ocean Hill
4008,31840.15152,816.5660377,350000,0.303700766,0.114289223,0.194182508,0.524065558,0.04308192,-0.692913059,27000,870,450000,0.316413755,0.104962637,0.175622502,0.568214543,0.046417666,-0.57367633,40000,880,625000,0.339654252,0.106631883,0.215256475,0.548906211,0.054727181,-0.448281841,35000,988.9558233,5.00E+05,0.363826658,0.110823246,0.238078221,0.533517539,0.071667868,-0.479222623,35062.27679,960,498922.8188,0.344224104,0.123092232,0.234450929,0.549168518,0.043851188,-0.504421378,32048.9172,1011.003344,475000,0.321493782,0.122515495,0.209622321,0.54501258,0.047259289,-0.58379073,27375.69061,1035.462963,450007.9365,0.28209272,0.119696567,0.219654991,0.546411216,0.0687359,-0.659381392,-4464.460907,218.8969252,100007.9365,-0.021608046,0.005407344,0.025472483,0.022345658,0.02565398,0.033531667,East New York & Starrett City
