Payroll,Revenue,
8104,1587,"{Payroll:8104,Revenue:1587},"
17649,1582,"{Payroll:17649,Revenue:1582},"
5284,1580,"{Payroll:5284,Revenue:1580},"
5058,1577,"{Payroll:5058,Revenue:1577},"
5554,1573,"{Payroll:5554,Revenue:1573},"
5554,1573,"{Payroll:5554,Revenue:1573},"
5554,1573,"{Payroll:5554,Revenue:1573},"
14252,1571,"{Payroll:14252,Revenue:1571},"
9915,1568,"{Payroll:9915,Revenue:1568},"
9915,1568,"{Payroll:9915,Revenue:1568},"
5835,1561,"{Payroll:5835,Revenue:1561},"
5835,1561,"{Payroll:5835,Revenue:1561},"
11555,1555,"{Payroll:11555,Revenue:1555},"
52823,1553,"{Payroll:52823,Revenue:1553},"
5676,1551,"{Payroll:5676,Revenue:1551},"
9135,1549,"{Payroll:9135,Revenue:1549},"
5106,1539,"{Payroll:5106,Revenue:1539},"
5106,1539,"{Payroll:5106,Revenue:1539},"
19279,1539,"{Payroll:19279,Revenue:1539},"
19279,1539,"{Payroll:19279,Revenue:1539},"
8245,1529,"{Payroll:8245,Revenue:1529},"
12176,1529,"{Payroll:12176,Revenue:1529},"
12176,1529,"{Payroll:12176,Revenue:1529},"
9071,1523,"{Payroll:9071,Revenue:1523},"
9071,1523,"{Payroll:9071,Revenue:1523},"
9071,1523,"{Payroll:9071,Revenue:1523},"
9071,1523,"{Payroll:9071,Revenue:1523},"
6407,1518,"{Payroll:6407,Revenue:1518},"
6407,1518,"{Payroll:6407,Revenue:1518},"
16463,1516,"{Payroll:16463,Revenue:1516},"
8425,1513,"{Payroll:8425,Revenue:1513},"
14144,1513,"{Payroll:14144,Revenue:1513},"
14144,1513,"{Payroll:14144,Revenue:1513},"
15407,1511,"{Payroll:15407,Revenue:1511},"
15407,1511,"{Payroll:15407,Revenue:1511},"
8101,1510,"{Payroll:8101,Revenue:1510},"
207670,1508,"{Payroll:207670,Revenue:1508},"
207670,1508,"{Payroll:207670,Revenue:1508},"
12657,1505,"{Payroll:12657,Revenue:1505},"
5547,1504,"{Payroll:5547,Revenue:1504},"
9573,1499,"{Payroll:9573,Revenue:1499},"
14045,1495,"{Payroll:14045,Revenue:1495},"
14045,1495,"{Payroll:14045,Revenue:1495},"
14045,1495,"{Payroll:14045,Revenue:1495},"
14045,1495,"{Payroll:14045,Revenue:1495},"
4578,1454,"{Payroll:4578,Revenue:1454},"
24844,1453,"{Payroll:24844,Revenue:1453},"
24844,1453,"{Payroll:24844,Revenue:1453},"
9497,1444,"{Payroll:9497,Revenue:1444},"
3944,1438,"{Payroll:3944,Revenue:1438},"
3944,1438,"{Payroll:3944,Revenue:1438},"
3156,1436,"{Payroll:3156,Revenue:1436},"
4619,1434,"{Payroll:4619,Revenue:1434},"
7768,1434,"{Payroll:7768,Revenue:1434},"
21370,1431,"{Payroll:21370,Revenue:1431},"
20751,1422,"{Payroll:20751,Revenue:1422},"
4196,1417,"{Payroll:4196,Revenue:1417},"
6585,1414,"{Payroll:6585,Revenue:1414},"
10869,1414,"{Payroll:10869,Revenue:1414},"
9271,1410,"{Payroll:9271,Revenue:1410},"
9271,1410,"{Payroll:9271,Revenue:1410},"
7874,1407,"{Payroll:7874,Revenue:1407},"
8028,1407,"{Payroll:8028,Revenue:1407},"
8028,1407,"{Payroll:8028,Revenue:1407},"
6892,1401,"{Payroll:6892,Revenue:1401},"
35878,1399,"{Payroll:35878,Revenue:1399},"
35878,1399,"{Payroll:35878,Revenue:1399},"
6066,1397,"{Payroll:6066,Revenue:1397},"
13190,1396,"{Payroll:13190,Revenue:1396},"
13190,1396,"{Payroll:13190,Revenue:1396},"
15344,1394,"{Payroll:15344,Revenue:1394},"
15344,1394,"{Payroll:15344,Revenue:1394},"
22026,1378,"{Payroll:22026,Revenue:1378},"
31228,1378,"{Payroll:31228,Revenue:1378},"
31228,1378,"{Payroll:31228,Revenue:1378},"
5901,1373,"{Payroll:5901,Revenue:1373},"
7556,1367,"{Payroll:7556,Revenue:1367},"
4836,1356,"{Payroll:4836,Revenue:1356},"
7318,1355,"{Payroll:7318,Revenue:1355},"
33106,1353,"{Payroll:33106,Revenue:1353},"
4546,1351,"{Payroll:4546,Revenue:1351},"
4546,1351,"{Payroll:4546,Revenue:1351},"
4546,1351,"{Payroll:4546,Revenue:1351},"
11098,1336,"{Payroll:11098,Revenue:1336},"
3188,1323,"{Payroll:3188,Revenue:1323},"
13121,1321,"{Payroll:13121,Revenue:1321},"
13121,1321,"{Payroll:13121,Revenue:1321},"
13121,1321,"{Payroll:13121,Revenue:1321},"
13121,1321,"{Payroll:13121,Revenue:1321},"
16159,1318,"{Payroll:16159,Revenue:1318},"
16159,1318,"{Payroll:16159,Revenue:1318},"
3706,1317,"{Payroll:3706,Revenue:1317},"
4182,1314,"{Payroll:4182,Revenue:1314},"
4182,1314,"{Payroll:4182,Revenue:1314},"
13026,1313,"{Payroll:13026,Revenue:1313},"
13026,1313,"{Payroll:13026,Revenue:1313},"
11407,1310,"{Payroll:11407,Revenue:1310},"
6996,1308,"{Payroll:6996,Revenue:1308},"
4370,1294,"{Payroll:4370,Revenue:1294},"
4400,1292,"{Payroll:4400,Revenue:1292},"
4400,1292,"{Payroll:4400,Revenue:1292},"
99427,1282,"{Payroll:99427,Revenue:1282},"
9683,1279,"{Payroll:9683,Revenue:1279},"
9683,1279,"{Payroll:9683,Revenue:1279},"
9683,1279,"{Payroll:9683,Revenue:1279},"
9683,1279,"{Payroll:9683,Revenue:1279},"
5257,1278,"{Payroll:5257,Revenue:1278},"
7164,1277,"{Payroll:7164,Revenue:1277},"
7164,1277,"{Payroll:7164,Revenue:1277},"
3624,1271,"{Payroll:3624,Revenue:1271},"
9379,1271,"{Payroll:9379,Revenue:1271},"
6008,1268,"{Payroll:6008,Revenue:1268},"
6008,1268,"{Payroll:6008,Revenue:1268},"
11607,1262,"{Payroll:11607,Revenue:1262},"
8725,1254,"{Payroll:8725,Revenue:1254},"
8725,1254,"{Payroll:8725,Revenue:1254},"
8913,1254,"{Payroll:8913,Revenue:1254},"
8913,1254,"{Payroll:8913,Revenue:1254},"
10579,1254,"{Payroll:10579,Revenue:1254},"
10579,1254,"{Payroll:10579,Revenue:1254},"
10579,1254,"{Payroll:10579,Revenue:1254},"
10579,1254,"{Payroll:10579,Revenue:1254},"
4291,1247,"{Payroll:4291,Revenue:1247},"
4291,1247,"{Payroll:4291,Revenue:1247},"
4889,1238,"{Payroll:4889,Revenue:1238},"
4889,1238,"{Payroll:4889,Revenue:1238},"
13460,1237,"{Payroll:13460,Revenue:1237},"
8741,1236,"{Payroll:8741,Revenue:1236},"
8741,1236,"{Payroll:8741,Revenue:1236},"
27930,1232,"{Payroll:27930,Revenue:1232},"
7362,1230,"{Payroll:7362,Revenue:1230},"
7362,1230,"{Payroll:7362,Revenue:1230},"
7362,1230,"{Payroll:7362,Revenue:1230},"
5084,1223,"{Payroll:5084,Revenue:1223},"
5444,1219,"{Payroll:5444,Revenue:1219},"
2389,1215,"{Payroll:2389,Revenue:1215},"
4839,1211,"{Payroll:4839,Revenue:1211},"
4839,1211,"{Payroll:4839,Revenue:1211},"
4839,1211,"{Payroll:4839,Revenue:1211},"
45785,1211,"{Payroll:45785,Revenue:1211},"
3545,1208,"{Payroll:3545,Revenue:1208},"
8817,1208,"{Payroll:8817,Revenue:1208},"
5249,1204,"{Payroll:5249,Revenue:1204},"
3660,1202,"{Payroll:3660,Revenue:1202},"
3660,1202,"{Payroll:3660,Revenue:1202},"
62585,1197,"{Payroll:62585,Revenue:1197},"
7898,1193,"{Payroll:7898,Revenue:1193},"
6390,1191,"{Payroll:6390,Revenue:1191},"
12879,1185,"{Payroll:12879,Revenue:1185},"
7100,1184,"{Payroll:7100,Revenue:1184},"
7100,1184,"{Payroll:7100,Revenue:1184},"
5822,1183,"{Payroll:5822,Revenue:1183},"
5822,1183,"{Payroll:5822,Revenue:1183},"
4140,1180,"{Payroll:4140,Revenue:1180},"
2945,1176,"{Payroll:2945,Revenue:1176},"
2945,1176,"{Payroll:2945,Revenue:1176},"
7375,1172,"{Payroll:7375,Revenue:1172},"
22664,1166,"{Payroll:22664,Revenue:1166},"
2574,1165,"{Payroll:2574,Revenue:1165},"
56931,1161,"{Payroll:56931,Revenue:1161},"
11583,1159,"{Payroll:11583,Revenue:1159},"
11583,1159,"{Payroll:11583,Revenue:1159},"
11583,1159,"{Payroll:11583,Revenue:1159},"
11583,1159,"{Payroll:11583,Revenue:1159},"
3180,1158,"{Payroll:3180,Revenue:1158},"
8240,1156,"{Payroll:8240,Revenue:1156},"
8240,1156,"{Payroll:8240,Revenue:1156},"
8240,1156,"{Payroll:8240,Revenue:1156},"
8240,1156,"{Payroll:8240,Revenue:1156},"
6799,1149,"{Payroll:6799,Revenue:1149},"
6799,1149,"{Payroll:6799,Revenue:1149},"
3463,1142,"{Payroll:3463,Revenue:1142},"
38170,1142,"{Payroll:38170,Revenue:1142},"
10774,1139,"{Payroll:10774,Revenue:1139},"
10774,1139,"{Payroll:10774,Revenue:1139},"
7822,1135,"{Payroll:7822,Revenue:1135},"
7822,1135,"{Payroll:7822,Revenue:1135},"
48911,1134,"{Payroll:48911,Revenue:1134},"
5859,1133,"{Payroll:5859,Revenue:1133},"
5859,1133,"{Payroll:5859,Revenue:1133},"
5859,1133,"{Payroll:5859,Revenue:1133},"
8459,1133,"{Payroll:8459,Revenue:1133},"
31834,1133,"{Payroll:31834,Revenue:1133},"
31834,1133,"{Payroll:31834,Revenue:1133},"
8361,1131,"{Payroll:8361,Revenue:1131},"
8361,1131,"{Payroll:8361,Revenue:1131},"
7259,1127,"{Payroll:7259,Revenue:1127},"
7259,1127,"{Payroll:7259,Revenue:1127},"
3086,1123,"{Payroll:3086,Revenue:1123},"
3086,1123,"{Payroll:3086,Revenue:1123},"
6397,1122,"{Payroll:6397,Revenue:1122},"
6397,1122,"{Payroll:6397,Revenue:1122},"
7784,1114,"{Payroll:7784,Revenue:1114},"
7784,1114,"{Payroll:7784,Revenue:1114},"
3618,1113,"{Payroll:3618,Revenue:1113},"
3618,1113,"{Payroll:3618,Revenue:1113},"
2434,1112,"{Payroll:2434,Revenue:1112},"
6854,1111,"{Payroll:6854,Revenue:1111},"
6854,1111,"{Payroll:6854,Revenue:1111},"
5044,1105,"{Payroll:5044,Revenue:1105},"
18217,1103,"{Payroll:18217,Revenue:1103},"
18217,1103,"{Payroll:18217,Revenue:1103},"
9506,1102,"{Payroll:9506,Revenue:1102},"
4734,1101,"{Payroll:4734,Revenue:1101},"
7965,1094,"{Payroll:7965,Revenue:1094},"
3713,1091,"{Payroll:3713,Revenue:1091},"
3713,1091,"{Payroll:3713,Revenue:1091},"
5982,1091,"{Payroll:5982,Revenue:1091},"
59895,1090,"{Payroll:59895,Revenue:1090},"
4253,1087,"{Payroll:4253,Revenue:1087},"
5492,1080,"{Payroll:5492,Revenue:1080},"
5492,1080,"{Payroll:5492,Revenue:1080},"
7786,1076,"{Payroll:7786,Revenue:1076},"
3682,1073,"{Payroll:3682,Revenue:1073},"
4050,1071,"{Payroll:4050,Revenue:1071},"
9280,1060,"{Payroll:9280,Revenue:1060},"
9280,1060,"{Payroll:9280,Revenue:1060},"
9280,1060,"{Payroll:9280,Revenue:1060},"
9280,1060,"{Payroll:9280,Revenue:1060},"
3288,1059,"{Payroll:3288,Revenue:1059},"
3288,1059,"{Payroll:3288,Revenue:1059},"
3288,1059,"{Payroll:3288,Revenue:1059},"
3288,1059,"{Payroll:3288,Revenue:1059},"
4268,1058,"{Payroll:4268,Revenue:1058},"
4361,1054,"{Payroll:4361,Revenue:1054},"
4361,1054,"{Payroll:4361,Revenue:1054},"
5560,1045,"{Payroll:5560,Revenue:1045},"
7295,1039,"{Payroll:7295,Revenue:1039},"
7295,1039,"{Payroll:7295,Revenue:1039},"
20027,1039,"{Payroll:20027,Revenue:1039},"
5812,1035,"{Payroll:5812,Revenue:1035},"
5812,1035,"{Payroll:5812,Revenue:1035},"
7304,1031,"{Payroll:7304,Revenue:1031},"
19894,1031,"{Payroll:19894,Revenue:1031},"
19894,1031,"{Payroll:19894,Revenue:1031},"
11390,1014,"{Payroll:11390,Revenue:1014},"
5894,1010,"{Payroll:5894,Revenue:1010},"
5894,1010,"{Payroll:5894,Revenue:1010},"
2404,999,"{Payroll:2404,Revenue:999},"
2404,999,"{Payroll:2404,Revenue:999},"
14002,997,"{Payroll:14002,Revenue:997},"
14002,997,"{Payroll:14002,Revenue:997},"
14002,997,"{Payroll:14002,Revenue:997},"
5337,994,"{Payroll:5337,Revenue:994},"
13073,991,"{Payroll:13073,Revenue:991},"
7648,990,"{Payroll:7648,Revenue:990},"
2664,989,"{Payroll:2664,Revenue:989},"
2664,989,"{Payroll:2664,Revenue:989},"
3203,980,"{Payroll:3203,Revenue:980},"
3284,980,"{Payroll:3284,Revenue:980},"
3284,980,"{Payroll:3284,Revenue:980},"
21097,980,"{Payroll:21097,Revenue:980},"
21097,980,"{Payroll:21097,Revenue:980},"
21097,980,"{Payroll:21097,Revenue:980},"
21097,980,"{Payroll:21097,Revenue:980},"
21097,980,"{Payroll:21097,Revenue:980},"
11888,977,"{Payroll:11888,Revenue:977},"
11888,977,"{Payroll:11888,Revenue:977},"
11888,977,"{Payroll:11888,Revenue:977},"
11888,977,"{Payroll:11888,Revenue:977},"
3802,975,"{Payroll:3802,Revenue:975},"
3802,975,"{Payroll:3802,Revenue:975},"
4073,975,"{Payroll:4073,Revenue:975},"
3454,974,"{Payroll:3454,Revenue:974},"
3826,962,"{Payroll:3826,Revenue:962},"
3826,962,"{Payroll:3826,Revenue:962},"
6486,951,"{Payroll:6486,Revenue:951},"
6486,951,"{Payroll:6486,Revenue:951},"
3529,948,"{Payroll:3529,Revenue:948},"
3529,948,"{Payroll:3529,Revenue:948},"
11519,948,"{Payroll:11519,Revenue:948},"
3167,942,"{Payroll:3167,Revenue:942},"
4567,940,"{Payroll:4567,Revenue:940},"
12416,940,"{Payroll:12416,Revenue:940},"
3805,937,"{Payroll:3805,Revenue:937},"
3805,937,"{Payroll:3805,Revenue:937},"
3357,935,"{Payroll:3357,Revenue:935},"
7716,934,"{Payroll:7716,Revenue:934},"
3547,909,"{Payroll:3547,Revenue:909},"
3547,909,"{Payroll:3547,Revenue:909},"
3547,909,"{Payroll:3547,Revenue:909},"
3547,909,"{Payroll:3547,Revenue:909},"
3055,907,"{Payroll:3055,Revenue:907},"
3055,907,"{Payroll:3055,Revenue:907},"
3055,907,"{Payroll:3055,Revenue:907},"
4081,905,"{Payroll:4081,Revenue:905},"
4081,905,"{Payroll:4081,Revenue:905},"
24121,905,"{Payroll:24121,Revenue:905},"
4898,903,"{Payroll:4898,Revenue:903},"
4898,903,"{Payroll:4898,Revenue:903},"
4898,903,"{Payroll:4898,Revenue:903},"
4898,903,"{Payroll:4898,Revenue:903},"
7105,899,"{Payroll:7105,Revenue:899},"
5625,895,"{Payroll:5625,Revenue:895},"
5625,895,"{Payroll:5625,Revenue:895},"
5189,892,"{Payroll:5189,Revenue:892},"
5189,892,"{Payroll:5189,Revenue:892},"
5351,890,"{Payroll:5351,Revenue:890},"
17329,884,"{Payroll:17329,Revenue:884},"
2879,881,"{Payroll:2879,Revenue:881},"
2879,881,"{Payroll:2879,Revenue:881},"
5799,881,"{Payroll:5799,Revenue:881},"
8755,880,"{Payroll:8755,Revenue:880},"
8755,880,"{Payroll:8755,Revenue:880},"
37132,879,"{Payroll:37132,Revenue:879},"
4144,878,"{Payroll:4144,Revenue:878},"
4144,878,"{Payroll:4144,Revenue:878},"
15238,877,"{Payroll:15238,Revenue:877},"
4259,874,"{Payroll:4259,Revenue:874},"
25714,868,"{Payroll:25714,Revenue:868},"
3356,867,"{Payroll:3356,Revenue:867},"
4298,865,"{Payroll:4298,Revenue:865},"
4298,865,"{Payroll:4298,Revenue:865},"
2546,863,"{Payroll:2546,Revenue:863},"
2546,863,"{Payroll:2546,Revenue:863},"
3266,860,"{Payroll:3266,Revenue:860},"
3266,860,"{Payroll:3266,Revenue:860},"
3266,860,"{Payroll:3266,Revenue:860},"
8748,856,"{Payroll:8748,Revenue:856},"
11471,850,"{Payroll:11471,Revenue:850},"
2839,849,"{Payroll:2839,Revenue:849},"
2839,849,"{Payroll:2839,Revenue:849},"
9305,827,"{Payroll:9305,Revenue:827},"
3066,823,"{Payroll:3066,Revenue:823},"
3095,823,"{Payroll:3095,Revenue:823},"
3610,822,"{Payroll:3610,Revenue:822},"
8150,822,"{Payroll:8150,Revenue:822},"
8150,822,"{Payroll:8150,Revenue:822},"
2715,816,"{Payroll:2715,Revenue:816},"
5138,816,"{Payroll:5138,Revenue:816},"
4164,810,"{Payroll:4164,Revenue:810},"
4164,810,"{Payroll:4164,Revenue:810},"
14141,795,"{Payroll:14141,Revenue:795},"
14141,795,"{Payroll:14141,Revenue:795},"
5898,794,"{Payroll:5898,Revenue:794},"
5767,792,"{Payroll:5767,Revenue:792},"
2511,791,"{Payroll:2511,Revenue:791},"
2511,791,"{Payroll:2511,Revenue:791},"
2511,791,"{Payroll:2511,Revenue:791},"
2511,791,"{Payroll:2511,Revenue:791},"
6216,784,"{Payroll:6216,Revenue:784},"
6216,784,"{Payroll:6216,Revenue:784},"
2624,783,"{Payroll:2624,Revenue:783},"
4489,779,"{Payroll:4489,Revenue:779},"
4489,779,"{Payroll:4489,Revenue:779},"
4489,779,"{Payroll:4489,Revenue:779},"
4489,779,"{Payroll:4489,Revenue:779},"
4489,779,"{Payroll:4489,Revenue:779},"
4489,779,"{Payroll:4489,Revenue:779},"
2156,775,"{Payroll:2156,Revenue:775},"
2156,775,"{Payroll:2156,Revenue:775},"
2799,771,"{Payroll:2799,Revenue:771},"
2799,771,"{Payroll:2799,Revenue:771},"
5160,770,"{Payroll:5160,Revenue:770},"
5160,770,"{Payroll:5160,Revenue:770},"
5169,770,"{Payroll:5169,Revenue:770},"
5169,770,"{Payroll:5169,Revenue:770},"
5169,770,"{Payroll:5169,Revenue:770},"
16333,760,"{Payroll:16333,Revenue:760},"
16333,760,"{Payroll:16333,Revenue:760},"
3630,744,"{Payroll:3630,Revenue:744},"
3630,744,"{Payroll:3630,Revenue:744},"
3730,744,"{Payroll:3730,Revenue:744},"
3456,733,"{Payroll:3456,Revenue:733},"
2870,730,"{Payroll:2870,Revenue:730},"
5897,729,"{Payroll:5897,Revenue:729},"
5897,729,"{Payroll:5897,Revenue:729},"
14893,726,"{Payroll:14893,Revenue:726},"
13590,721,"{Payroll:13590,Revenue:721},"
2725,720,"{Payroll:2725,Revenue:720},"
2725,720,"{Payroll:2725,Revenue:720},"
9924,718,"{Payroll:9924,Revenue:718},"
9924,718,"{Payroll:9924,Revenue:718},"
2010,713,"{Payroll:2010,Revenue:713},"
4958,710,"{Payroll:4958,Revenue:710},"
5291,708,"{Payroll:5291,Revenue:708},"
12027,707,"{Payroll:12027,Revenue:707},"
2969,704,"{Payroll:2969,Revenue:704},"
2969,704,"{Payroll:2969,Revenue:704},"
2969,704,"{Payroll:2969,Revenue:704},"
2969,704,"{Payroll:2969,Revenue:704},"
1782,703,"{Payroll:1782,Revenue:703},"
5009,697,"{Payroll:5009,Revenue:697},"
5009,697,"{Payroll:5009,Revenue:697},"
34155,692,"{Payroll:34155,Revenue:692},"
3485,687,"{Payroll:3485,Revenue:687},"
3485,687,"{Payroll:3485,Revenue:687},"
3485,687,"{Payroll:3485,Revenue:687},"
3623,685,"{Payroll:3623,Revenue:685},"
4302,684,"{Payroll:4302,Revenue:684},"
1690,683,"{Payroll:1690,Revenue:683},"
1690,683,"{Payroll:1690,Revenue:683},"
11429,682,"{Payroll:11429,Revenue:682},"
8636,681,"{Payroll:8636,Revenue:681},"
2977,676,"{Payroll:2977,Revenue:676},"
2637,674,"{Payroll:2637,Revenue:674},"
5179,673,"{Payroll:5179,Revenue:673},"
5179,673,"{Payroll:5179,Revenue:673},"
4579,661,"{Payroll:4579,Revenue:661},"
2080,658,"{Payroll:2080,Revenue:658},"
3082,654,"{Payroll:3082,Revenue:654},"
3587,641,"{Payroll:3587,Revenue:641},"
2643,634,"{Payroll:2643,Revenue:634},"
2643,634,"{Payroll:2643,Revenue:634},"
3403,633,"{Payroll:3403,Revenue:633},"
5751,628,"{Payroll:5751,Revenue:628},"
5751,628,"{Payroll:5751,Revenue:628},"
7462,618,"{Payroll:7462,Revenue:618},"
7462,618,"{Payroll:7462,Revenue:618},"
1755,617,"{Payroll:1755,Revenue:617},"
1755,617,"{Payroll:1755,Revenue:617},"
1755,617,"{Payroll:1755,Revenue:617},"
3041,616,"{Payroll:3041,Revenue:616},"
3916,616,"{Payroll:3916,Revenue:616},"
3916,616,"{Payroll:3916,Revenue:616},"
3477,614,"{Payroll:3477,Revenue:614},"
4660,613,"{Payroll:4660,Revenue:613},"
4660,613,"{Payroll:4660,Revenue:613},"
7552,613,"{Payroll:7552,Revenue:613},"
7552,613,"{Payroll:7552,Revenue:613},"
1750,607,"{Payroll:1750,Revenue:607},"
4752,606,"{Payroll:4752,Revenue:606},"
23662,606,"{Payroll:23662,Revenue:606},"
2554,605,"{Payroll:2554,Revenue:605},"
1670,598,"{Payroll:1670,Revenue:598},"
1670,598,"{Payroll:1670,Revenue:598},"
3997,589,"{Payroll:3997,Revenue:589},"
3997,589,"{Payroll:3997,Revenue:589},"
3094,582,"{Payroll:3094,Revenue:582},"
9602,579,"{Payroll:9602,Revenue:579},"
9602,579,"{Payroll:9602,Revenue:579},"
9602,579,"{Payroll:9602,Revenue:579},"
9602,579,"{Payroll:9602,Revenue:579},"
3871,570,"{Payroll:3871,Revenue:570},"
2272,568,"{Payroll:2272,Revenue:568},"
2272,568,"{Payroll:2272,Revenue:568},"
2391,567,"{Payroll:2391,Revenue:567},"
1374,565,"{Payroll:1374,Revenue:565},"
1374,565,"{Payroll:1374,Revenue:565},"
2097,560,"{Payroll:2097,Revenue:560},"
3388,557,"{Payroll:3388,Revenue:557},"
3388,557,"{Payroll:3388,Revenue:557},"
1713,556,"{Payroll:1713,Revenue:556},"
1713,556,"{Payroll:1713,Revenue:556},"
3662,555,"{Payroll:3662,Revenue:555},"
3662,555,"{Payroll:3662,Revenue:555},"
3208,553,"{Payroll:3208,Revenue:553},"
1306,552,"{Payroll:1306,Revenue:552},"
3051,551,"{Payroll:3051,Revenue:551},"
3051,551,"{Payroll:3051,Revenue:551},"
1864,550,"{Payroll:1864,Revenue:550},"
1992,550,"{Payroll:1992,Revenue:550},"
1992,550,"{Payroll:1992,Revenue:550},"
2095,550,"{Payroll:2095,Revenue:550},"
2095,550,"{Payroll:2095,Revenue:550},"
30455,549,"{Payroll:30455,Revenue:549},"
4396,543,"{Payroll:4396,Revenue:543},"
7838,542,"{Payroll:7838,Revenue:542},"
1955,529,"{Payroll:1955,Revenue:529},"
1955,529,"{Payroll:1955,Revenue:529},"
2462,526,"{Payroll:2462,Revenue:526},"
2462,526,"{Payroll:2462,Revenue:526},"
2462,526,"{Payroll:2462,Revenue:526},"
1854,525,"{Payroll:1854,Revenue:525},"
3057,525,"{Payroll:3057,Revenue:525},"
1349,521,"{Payroll:1349,Revenue:521},"
1349,521,"{Payroll:1349,Revenue:521},"
2071,521,"{Payroll:2071,Revenue:521},"
1222,518,"{Payroll:1222,Revenue:518},"
1222,518,"{Payroll:1222,Revenue:518},"
2026,518,"{Payroll:2026,Revenue:518},"
12703,516,"{Payroll:12703,Revenue:516},"
12703,516,"{Payroll:12703,Revenue:516},"
12703,516,"{Payroll:12703,Revenue:516},"
12703,516,"{Payroll:12703,Revenue:516},"
1760,506,"{Payroll:1760,Revenue:506},"
2868,502,"{Payroll:2868,Revenue:502},"
2868,502,"{Payroll:2868,Revenue:502},"
3219,497,"{Payroll:3219,Revenue:497},"
2591,493,"{Payroll:2591,Revenue:493},"
5294,493,"{Payroll:5294,Revenue:493},"
5294,493,"{Payroll:5294,Revenue:493},"
5294,493,"{Payroll:5294,Revenue:493},"
5294,493,"{Payroll:5294,Revenue:493},"
1795,492,"{Payroll:1795,Revenue:492},"
1795,492,"{Payroll:1795,Revenue:492},"
19830,492,"{Payroll:19830,Revenue:492},"
2640,481,"{Payroll:2640,Revenue:481},"
2640,481,"{Payroll:2640,Revenue:481},"
4355,480,"{Payroll:4355,Revenue:480},"
4518,476,"{Payroll:4518,Revenue:476},"
4518,476,"{Payroll:4518,Revenue:476},"
5928,476,"{Payroll:5928,Revenue:476},"
15539,471,"{Payroll:15539,Revenue:471},"
36227,469,"{Payroll:36227,Revenue:469},"
36227,469,"{Payroll:36227,Revenue:469},"
36227,469,"{Payroll:36227,Revenue:469},"
36227,469,"{Payroll:36227,Revenue:469},"
2575,467,"{Payroll:2575,Revenue:467},"
2604,464,"{Payroll:2604,Revenue:464},"
1530,462,"{Payroll:1530,Revenue:462},"
1530,462,"{Payroll:1530,Revenue:462},"
2831,461,"{Payroll:2831,Revenue:461},"
2831,461,"{Payroll:2831,Revenue:461},"
4499,461,"{Payroll:4499,Revenue:461},"
3802,452,"{Payroll:3802,Revenue:452},"
23492,448,"{Payroll:23492,Revenue:448},"
2605,444,"{Payroll:2605,Revenue:444},"
2605,444,"{Payroll:2605,Revenue:444},"
2075,440,"{Payroll:2075,Revenue:440},"
1708,433,"{Payroll:1708,Revenue:433},"
1708,433,"{Payroll:1708,Revenue:433},"
1833,429,"{Payroll:1833,Revenue:429},"
2149,428,"{Payroll:2149,Revenue:428},"
2149,428,"{Payroll:2149,Revenue:428},"
2149,428,"{Payroll:2149,Revenue:428},"
2360,425,"{Payroll:2360,Revenue:425},"
1823,419,"{Payroll:1823,Revenue:419},"
1185,417,"{Payroll:1185,Revenue:417},"
3800,415,"{Payroll:3800,Revenue:415},"
2142,412,"{Payroll:2142,Revenue:412},"
2094,411,"{Payroll:2094,Revenue:411},"
1675,404,"{Payroll:1675,Revenue:404},"
1675,404,"{Payroll:1675,Revenue:404},"
6017,400,"{Payroll:6017,Revenue:400},"
1732,399,"{Payroll:1732,Revenue:399},"
1732,399,"{Payroll:1732,Revenue:399},"
1558,398,"{Payroll:1558,Revenue:398},"
1558,398,"{Payroll:1558,Revenue:398},"
1732,395,"{Payroll:1732,Revenue:395},"
2878,394,"{Payroll:2878,Revenue:394},"
2878,394,"{Payroll:2878,Revenue:394},"
5768,391,"{Payroll:5768,Revenue:391},"
5768,391,"{Payroll:5768,Revenue:391},"
5768,391,"{Payroll:5768,Revenue:391},"
5768,391,"{Payroll:5768,Revenue:391},"
5768,391,"{Payroll:5768,Revenue:391},"
5768,391,"{Payroll:5768,Revenue:391},"
2118,389,"{Payroll:2118,Revenue:389},"
1913,388,"{Payroll:1913,Revenue:388},"
1260,382,"{Payroll:1260,Revenue:382},"
1634,379,"{Payroll:1634,Revenue:379},"
1634,379,"{Payroll:1634,Revenue:379},"
1631,378,"{Payroll:1631,Revenue:378},"
1631,378,"{Payroll:1631,Revenue:378},"
1451,373,"{Payroll:1451,Revenue:373},"
1451,373,"{Payroll:1451,Revenue:373},"
3308,371,"{Payroll:3308,Revenue:371},"
3308,371,"{Payroll:3308,Revenue:371},"
1137,370,"{Payroll:1137,Revenue:370},"
864,366,"{Payroll:864,Revenue:366},"
5298,355,"{Payroll:5298,Revenue:355},"
